Plate_ID,Steel_Type,Steel_Plate_Thickness,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Edges_Index,Square_Index,Orientation_Index,Luminosity_Index,Length_of_Conveyer,Needs_Manual_Review
1194,A400,40,63,21,19,7273,107,126,0.2303,0.4211,0.5789,-0.0981,1320,0
1195,A400,40,50,10,10,5867,105,132,0.8127,0.8,0.2,-0.0833,1324,0
1196,A400,40,62,13,15,7312,109,127,0.239,0.4667,0.5333,-0.0786,1322,0
1197,A400,60,204,27,21,21661,98,116,0.5613,1.0,0.0,-0.1705,1696,0
1198,A300,80,104,31,17,10675,89,124,0.8304,0.5454,-0.4545,-0.1981,1368,0
1199,A300,80,196,23,18,18986,82,118,0.1213,0.9444,0.0556,-0.2432,1368,0
1200,A300,80,181,83,34,23075,113,151,0.5504,0.2105,-0.7895,-0.004,1370,0
1201,A300,80,129,48,35,16308,112,150,0.5716,0.6207,-0.3793,-0.0124,1368,0
1202,A300,80,143,39,24,15000,93,119,0.9561,0.5909,-0.4091,-0.1805,1366,0
1203,A300,80,126,51,36,15951,112,148,0.3319,0.3793,-0.6207,-0.011,1368,0
1204,A300,80,110,32,17,13904,111,149,0.2544,0.1936,-0.8065,-0.0125,1368,0
1205,A300,80,101,16,12,10318,74,124,0.4589,0.9231,-0.0769,-0.2019,1364,0
1206,A300,80,181,38,25,17588,82,124,0.3965,0.7391,-0.2609,-0.2409,1362,0
1207,A300,80,122,31,23,11743,82,116,0.4047,0.7273,-0.2727,-0.248,1364,0
1208,A300,80,105,24,15,10605,90,124,0.4091,0.7647,-0.2353,-0.2109,1364,0
1209,A300,80,113,40,21,10613,82,116,0.4018,0.7143,-0.2857,-0.2663,1364,0
1210,A300,80,155,27,17,14896,83,126,0.412,0.8333,-0.1667,-0.2492,1364,0
1211,A300,80,107,27,11,10136,81,126,0.2478,0.5556,-0.4444,-0.2599,1364,0
1212,A300,80,118,32,21,12348,78,132,0.1906,0.7143,0.2857,-0.1825,1364,0
1213,A300,80,147,26,24,14121,85,124,0.4106,0.9474,-0.0526,-0.2495,1364,0
1214,A300,80,147,43,30,14312,84,124,0.4047,0.8696,-0.1304,-0.2394,1364,0
1215,A300,80,105,21,12,10284,85,111,0.4141,0.6667,-0.3333,-0.2348,1362,0
1216,A300,80,102,27,15,9714,84,116,0.4097,0.7,-0.3,-0.256,1362,0
1217,A300,80,161,44,39,15643,85,124,0.4067,0.875,-0.125,-0.2409,1362,0
1218,A300,80,168,44,26,16835,86,125,0.4106,0.6667,-0.3333,-0.2171,1364,0
1219,A300,80,125,29,20,11804,81,108,0.4164,0.8,-0.2,-0.2623,1364,0
1220,A300,80,118,28,16,11084,82,111,0.4158,0.5714,-0.4286,-0.2661,1366,0
1221,A300,80,196,38,27,19028,84,117,0.4106,0.8846,-0.1154,-0.2415,1364,0
1222,A300,80,308,44,44,29612,82,125,0.0616,0.4444,0.5556,-0.2489,1364,0
1223,A300,80,274,46,29,31551,101,133,0.4531,0.6061,-0.3939,-0.1004,1364,0
1224,A300,80,129,40,24,12571,84,124,0.4164,0.8095,-0.1905,-0.2387,1364,0
1225,A300,80,194,28,23,22254,101,132,0.3827,0.8421,0.1579,-0.1038,1364,0
1226,A300,80,313,72,35,37460,106,135,0.4217,0.5263,-0.4737,-0.065,1366,0
1227,A300,80,114,31,24,13292,104,132,0.4472,0.9,0.1,-0.0891,1364,0
1228,A300,80,152,37,35,17532,100,132,0.39,0.9091,0.0909,-0.0989,1364,0
1229,A300,80,117,23,17,11880,89,118,0.442,0.8333,-0.1667,-0.2067,1362,0
1230,A300,80,146,44,28,16861,102,134,0.4493,0.72,-0.28,-0.0978,1362,0
1231,A300,80,106,35,22,10747,89,116,0.4185,0.4762,-0.5238,-0.2079,1362,0
1232,A300,80,175,53,32,20658,104,134,0.3123,0.4,-0.6,-0.0778,1364,0
1233,A300,80,208,64,49,23267,96,133,0.4223,0.7576,-0.2424,-0.1261,1364,0
1234,A300,80,238,62,41,27036,96,134,0.3642,0.5152,0.4848,-0.1125,1362,0
1235,A300,80,385,72,37,45215,103,135,0.2889,0.197,-0.803,-0.0825,1364,0
1236,A300,80,289,57,33,33682,99,134,0.3573,0.7308,0.2692,-0.0895,1366,0
1237,A300,100,364,99,60,41956,99,133,0.3756,0.7222,-0.2778,-0.0995,1358,0
1238,A300,100,169,47,27,20262,107,135,0.972,0.5185,-0.4815,-0.0633,1356,0
1239,A400,40,102,16,14,12417,115,132,0.5369,0.7857,0.2143,-0.0489,1356,0
1240,A400,40,574,35,35,64288,89,126,0.3137,0.7353,0.2647,-0.125,1358,0
1241,A400,40,194,26,24,21649,99,126,0.8088,0.7083,0.2917,-0.1282,1360,0
1242,A400,40,780,47,45,84630,77,127,0.8473,0.6429,0.3571,-0.1523,1362,0
1243,A400,40,336,30,25,35912,79,127,0.931,0.9546,0.0454,-0.165,1362,0
1244,A400,40,129,15,13,15121,101,134,0.3877,1.0,0.0,-0.0842,1362,0
1245,A400,40,143,20,21,16538,104,134,0.3187,0.55,0.45,-0.0965,1362,0
1246,A400,40,141,15,16,15515,99,126,0.8471,0.75,0.25,-0.1403,1360,0
1247,A400,40,133,19,14,15524,107,127,0.2863,0.9333,-0.0667,-0.0881,1362,0
1248,A400,40,101,16,13,11579,101,127,0.8943,0.9231,0.0769,-0.1044,1362,0
1249,A400,40,147,20,13,16975,104,132,0.9456,0.8125,-0.1875,-0.0978,1360,0
1250,A400,40,163,21,16,18644,99,127,0.5074,0.9375,0.0625,-0.1064,1360,0
1251,A400,40,238,23,22,25516,78,127,0.9546,0.6818,0.3182,-0.1624,1364,0
1252,A400,40,699,38,32,79690,78,132,0.6456,0.9688,-0.0313,-0.1093,1360,0
1253,A400,40,571,37,25,58587,63,127,0.3495,0.8333,-0.1667,-0.1984,1362,0
1254,A300,70,176,25,32,21321,104,141,0.0088,0.2813,0.7188,-0.0536,1358,0
1255,A300,70,142,23,28,18238,100,151,0.0206,0.3571,0.6429,0.0034,1358,0
1256,A300,80,119,16,12,10350,56,111,0.3348,1.0,0.0,-0.3205,1362,0
1257,A300,80,123,20,19,11278,79,108,0.0441,0.6111,0.3889,-0.2837,1362,0
1258,A300,80,162,14,23,14626,73,124,0.2794,0.3913,0.6087,-0.2947,1360,0
1259,A300,200,349,27,28,30422,50,124,0.8766,0.6071,0.3929,-0.319,1362,0
1260,A300,200,122,13,15,10893,65,111,0.2258,0.8,0.2,-0.3025,1364,0
1261,A300,200,231,25,27,21300,67,124,0.195,0.5926,0.4074,-0.2796,1364,0
1262,A300,200,287,27,23,21603,27,110,0.0602,0.9048,0.0952,-0.4119,1362,0
1263,A300,200,143,15,15,12193,56,126,0.0997,0.8,0.2,-0.3339,1364,0
1264,A300,200,519,33,41,48309,65,124,0.325,0.5122,0.4878,-0.2728,1360,0
1265,A300,200,110,20,22,12351,100,127,0.3442,0.4545,0.5454,-0.1228,1354,0
1266,A300,200,140,25,28,16076,103,132,0.5162,0.3929,0.6071,-0.1029,1356,0
1267,A300,200,231,26,16,25096,56,141,0.5841,0.6818,-0.3182,-0.1512,1356,0
1268,A300,200,1035,67,55,97966,46,125,0.8909,0.7778,0.2222,-0.2605,1356,0
1269,A400,40,137,13,16,15672,85,133,0.3685,0.75,0.25,-0.1063,1373,1
1270,A400,70,525,16,106,57020,95,127,0.4922,0.0849,0.9151,-0.1515,1353,1
1271,A400,70,2463,188,212,296673,42,143,0.0843,0.1385,0.8615,-0.059,1353,1
1272,A400,70,4298,188,189,515942,6,148,0.3089,0.1913,0.8087,-0.0622,1353,1
1273,A400,70,2643,170,285,271889,44,125,0.0547,0.0821,0.9179,-0.1963,1353,1
1274,A400,70,269,22,29,26745,71,125,0.1316,0.4138,0.5862,-0.2233,1353,1
1275,A400,70,375,25,37,38401,48,134,0.4272,0.3514,0.6486,-0.2,1353,1
1276,A300,143,15,5,4,1826,110,135,0.3743,0.8,-0.2,-0.049,1694,1
1277,A400,40,5632,286,141,591111,45,125,0.0575,0.3432,-0.6568,-0.18,1356,1
1278,A400,40,5951,302,136,617708,38,124,0.0605,0.386,-0.614,-0.1891,1356,1
1279,A300,80,69,10,14,5361,63,93,0.0447,0.6154,0.3846,-0.393,1656,1
1280,A300,80,138,23,26,8720,48,84,0.0374,0.3462,0.6539,-0.5063,1656,1
1281,A300,80,116,17,19,9105,65,94,0.0434,0.4737,0.5263,-0.3868,1658,1
1282,A300,80,308,25,42,22991,55,94,0.0519,0.2381,0.7619,-0.4168,1656,1
1283,A300,80,116,17,18,9110,64,94,0.0856,0.6111,0.3889,-0.3864,1658,1
1284,A400,120,152,25,32,17101,101,125,0.8123,0.25,0.75,-0.121,1630,1
1285,A400,120,108,12,15,11491,87,126,0.6839,0.5333,0.4667,-0.1688,1626,1
1286,A400,175,352,41,53,39648,92,141,0.4353,0.2115,0.7885,-0.12,1360,1
1287,A400,175,190,22,31,21326,95,133,0.8076,0.2581,0.7419,-0.1231,1362,1
1288,A400,40,111,16,23,13374,110,134,0.8468,0.3478,0.6522,-0.0587,1358,1
1289,A400,40,211,26,28,23894,102,134,0.1456,0.64,0.36,-0.1153,1374,1
1290,A400,40,6652,359,392,716869,4,140,0.1106,0.0931,0.9069,-0.1581,1374,1
1291,A400,200,253,36,46,35308,127,151,0.0,0.3095,0.6905,0.0903,1687,1
1292,A400,200,1125,63,131,140521,101,151,0.0012,0.1318,0.8682,-0.0242,1687,1
1293,A400,200,110,12,20,10340,71,116,0.0024,0.45,0.55,-0.2656,1687,1
1294,A400,200,125,14,21,13987,97,141,0.0107,0.4286,0.5714,-0.1258,1687,1
1295,A400,200,150,12,22,17566,99,140,0.0166,0.4545,0.5454,-0.0851,1687,1
1296,A400,200,140,11,17,14533,76,125,0.0071,0.6471,0.3529,-0.189,1687,1
1297,A400,200,199,12,19,20323,74,127,0.0083,0.6316,0.3684,-0.2021,1687,1
1298,A400,200,110,11,19,12881,99,133,0.0107,0.4737,0.5263,-0.0852,1687,1
1299,A400,200,196,11,31,22532,97,134,0.0071,0.2581,0.7419,-0.1019,1687,1
1300,A400,200,145,13,24,17419,111,135,0.0071,0.4583,0.5417,-0.0615,1687,1
1301,A400,200,213,17,37,24476,96,134,0.0047,0.2432,0.7568,-0.1023,1687,1
1302,A400,200,161,13,29,18711,103,133,0.0024,0.2759,0.7241,-0.0921,1687,1
1303,A400,200,304,18,32,34142,90,133,0.0,0.375,0.625,-0.1226,1687,1
1304,A400,200,161,12,21,18047,96,133,0.0,0.5238,0.4762,-0.1243,1687,1
1305,A400,200,137,18,39,18013,121,143,0.0024,0.1539,0.8461,0.0272,1687,1
1306,A400,200,125,15,26,14353,102,126,0.0047,0.3077,0.6923,-0.1029,1687,1
1307,A400,200,189,18,35,21380,99,127,0.0,0.2286,0.7714,-0.1162,1687,1
1308,A300,100,124,16,22,14618,97,141,0.0338,0.3636,0.6364,-0.079,1658,1
1309,A300,100,91,15,17,10957,105,141,0.0302,0.4706,0.5294,-0.0593,1658,1
1310,A300,70,56,11,11,5729,90,117,0.0161,0.7273,0.2727,-0.2007,1362,1
1311,A300,70,83,18,31,7446,71,108,0.0,0.1333,0.8667,-0.2991,1360,1
1312,A400,90,131,16,23,12909,81,117,0.0024,0.3478,0.6522,-0.2301,1698,1
1313,A400,185,313,33,58,29386,86,103,0.1035,0.1818,0.8182,-0.2665,1353,1
1314,A400,185,891,36,155,76438,70,103,0.0369,0.0581,0.9419,-0.3298,1353,1
1315,A400,185,134,12,25,14838,100,119,0.2055,0.32,0.68,-0.1349,1353,1
1316,A400,185,230,22,50,23697,93,118,0.105,0.16,0.84,-0.1951,1353,1
1317,A400,40,120,26,17,15146,117,140,0.3119,0.8235,0.1765,-0.0139,1372,1
1318,A400,40,133,32,25,16759,114,134,0.809,0.52,0.48,-0.0156,1372,1
1319,A400,40,103,25,26,13299,122,142,0.7507,0.5454,0.4545,0.0087,1372,1
1320,A400,40,170,23,24,21545,118,141,0.8204,0.4167,0.5833,-0.0099,1370,1
1321,A400,40,168,37,33,21640,119,143,0.3945,0.4193,0.5806,0.0063,1374,1
1322,A400,40,125,35,18,16258,118,140,0.793,0.5909,-0.4091,0.0161,1372,1
1323,A400,40,201,38,35,26197,123,141,0.5802,0.3235,0.6765,0.0182,1372,1
1324,A400,40,169,25,26,17587,96,118,0.5641,0.3462,0.6539,-0.187,1372,1
1325,A400,40,150,47,28,19311,120,141,0.5604,0.6667,0.3333,0.0058,1374,1
1326,A400,40,103,24,17,13577,125,142,0.4927,0.9333,0.0667,0.0298,1372,1
1327,A400,40,146,36,29,18123,114,133,0.4621,0.9474,0.0526,-0.0302,1372,1
1328,A400,40,294,51,49,39987,127,157,0.4898,0.3192,0.6809,0.0626,1372,1
1329,A400,40,198,42,34,24783,118,134,0.5846,0.5385,0.4615,-0.0221,1372,1
1330,A400,40,192,34,32,24530,120,140,0.4061,0.4193,0.5806,-0.0019,1374,1
1331,A400,40,180,33,23,22591,119,135,0.4433,0.8571,-0.1429,-0.0195,1376,1
1332,A400,40,107,18,19,12543,110,132,0.5583,0.5263,0.4737,-0.0842,1372,1
1333,A400,40,182,29,30,22232,115,133,0.5051,0.3667,0.6333,-0.0457,1370,1
1334,A400,40,264,38,42,30966,106,132,0.5313,0.2857,0.7143,-0.0836,1374,1
1335,A400,40,213,42,39,20512,80,118,0.5196,0.5161,0.4839,-0.2476,1374,1
1336,A400,40,308,29,39,37264,113,132,0.5429,0.3333,0.6667,-0.0548,1374,1
1337,A400,40,265,39,46,26849,88,119,0.5321,0.1956,0.8044,-0.2085,1372,1
1338,A400,40,229,53,37,27597,111,134,0.5204,0.7241,0.2759,-0.0585,1372,1
1339,A400,40,270,34,38,28445,96,126,0.5088,0.3611,0.6389,-0.1769,1372,1
1340,A400,40,390,51,50,46226,110,127,0.5058,0.3542,0.6458,-0.074,1372,1
1341,A400,40,217,32,32,25231,107,126,0.4026,0.5172,0.4828,-0.0916,1376,1
1342,A400,40,56,11,11,6337,97,132,0.7699,0.6364,0.3636,-0.1159,1356,1
1343,A400,185,114,21,14,12693,90,140,0.4302,0.8571,0.1429,-0.1301,1362,1
1344,A400,175,99,15,15,10868,92,140,0.2485,0.6667,0.3333,-0.1424,1360,1
1345,A400,175,244,24,33,23009,66,124,0.0648,0.3636,0.6364,-0.2633,1358,1
1346,A400,100,56,9,10,5712,89,117,0.1127,0.8,0.2,-0.2031,1366,1
1347,A400,60,303,20,24,29885,54,133,0.3113,0.6667,0.3333,-0.2295,1696,1
1348,A400,60,308,30,35,31689,79,124,0.1602,0.4286,0.5714,-0.1962,1698,1
1349,A400,60,139,19,23,15080,89,126,0.2736,0.3913,0.6087,-0.1524,1696,1
1350,A300,200,187,20,21,13351,49,101,0.3994,0.5714,0.4286,-0.4422,1362,1
1351,A400,40,872,165,53,95600,103,119,0.3389,0.0491,-0.9509,-0.1435,1387,1
1352,A400,200,170,44,15,21321,118,134,0.6224,0.2105,-0.7895,-0.0202,1687,1
1353,A400,40,1753,249,132,202897,101,135,0.3181,0.4735,-0.5265,-0.0958,1358,1
1354,A400,50,49,9,7,6391,118,141,0.4212,0.7778,-0.2222,0.019,1358,1
1355,A400,40,383,81,59,39202,96,111,0.1119,0.5946,-0.4054,-0.2004,1376,1
1356,A400,40,162,46,27,17260,99,126,0.8015,0.2895,-0.7105,-0.1676,1360,1
1357,A400,70,1107,155,85,128883,107,126,0.6637,0.1439,-0.8561,-0.0904,1353,1
1358,A400,70,178,60,39,22761,120,135,0.816,1.0,0.0,-0.001,1353,1
1359,A400,40,131,68,3,16504,54,190,0.0782,0.0294,-0.9706,-0.0157,1227,1
1360,A300,80,660,153,61,89110,113,156,0.65,0.0533,-0.9467,0.0548,1360,1
1361,A400,50,29,18,6,3489,116,126,0.7437,0.2353,-0.7647,-0.0601,1358,1
1362,A400,40,1228,69,64,124716,55,126,0.3613,0.8478,0.1522,-0.2066,1666,1
1363,A400,40,536,118,52,61209,106,127,0.7689,0.1177,-0.8824,-0.1078,1670,1
1364,A400,40,1695,247,106,197365,103,132,0.6763,0.0591,-0.9409,-0.0903,1668,1
1365,A400,40,955,136,80,104555,99,119,0.6206,0.156,-0.844,-0.1447,1666,1
1366,A400,40,75,28,15,10500,134,149,0.738,0.5294,-0.4706,0.0938,1664,1
1367,A300,80,62,24,15,5744,82,109,0.9445,0.35,-0.65,-0.2762,1370,1
1368,A300,80,68,26,11,6013,79,101,0.8,0.1539,-0.8461,-0.3092,1370,1
1369,A300,80,78,29,18,9512,111,135,0.4599,0.6667,-0.3333,-0.0473,1370,1
1370,A300,80,49,17,5,5842,108,140,0.4846,0.3125,-0.6875,-0.0686,1366,1
1371,A300,80,57,25,8,5917,92,117,0.3431,0.16,-0.84,-0.189,1364,1
1372,A300,80,52,19,7,5111,89,110,0.6162,0.2105,-0.7895,-0.2321,1360,1
1373,A300,80,77,25,16,8170,95,119,0.2979,0.5294,-0.4706,-0.1711,1356,1
1374,A300,80,46,10,8,5003,95,127,0.5081,0.8889,-0.1111,-0.1503,1354,1
1375,A300,80,59,21,8,6318,97,118,0.3603,0.4706,-0.5294,-0.1634,1360,1
1376,A300,100,4307,361,123,361568,64,118,0.6544,0.0522,-0.9478,-0.3442,1360,1
1377,A300,100,11797,705,225,1290423,78,252,0.5302,0.0486,-0.9514,-0.1454,1358,1
1378,A300,100,10166,593,166,1096472,78,141,0.5794,0.0528,-0.9472,-0.1574,1360,1
1379,A300,100,359,79,49,50750,130,158,0.2279,0.4286,-0.5714,0.1044,1360,1
1380,A300,100,6670,501,171,724380,85,134,0.6401,0.0553,-0.9447,-0.1515,1356,1
1381,A300,100,981,187,105,111196,97,134,0.6427,0.1319,-0.8681,-0.1145,1360,1
1382,A300,100,1535,239,120,173468,97,132,0.6348,0.0913,-0.9086,-0.1171,1358,1
1383,A300,100,15775,1275,276,1689009,61,135,0.0872,0.0261,-0.9739,-0.1635,1354,1
1384,A300,100,1851,304,87,201109,91,132,0.6435,0.0408,-0.9592,-0.1512,1352,1
1385,A400,40,343,106,28,39231,105,127,0.6775,0.0842,-0.9158,-0.1064,1358,1
1386,A400,40,194,58,10,22315,105,134,0.4513,0.1053,-0.8947,-0.1014,1356,1
1387,A400,40,527,118,44,62384,110,134,0.5228,0.1038,-0.8962,-0.0752,1358,1
1388,A400,40,368,110,35,43968,111,133,0.6622,0.08,-0.92,-0.0666,1356,1
1389,A400,40,130,44,17,15364,109,127,0.7709,0.15,-0.85,-0.0767,1362,1
1390,A400,40,226,50,18,25843,106,126,0.5809,0.1458,-0.8542,-0.1066,1360,1
1391,A400,40,3256,417,106,345545,89,127,0.3112,0.0396,-0.9604,-0.1709,1356,1
1392,A400,40,202,73,17,24816,116,134,0.4177,0.0685,-0.9315,-0.0402,1360,1
1393,A400,40,122,58,13,14877,116,134,0.4144,0.0862,-0.9138,-0.0473,1356,1
1394,A400,40,119,30,12,14029,110,127,0.559,0.2963,-0.7037,-0.079,1356,1
1395,A400,40,111,45,19,12886,109,126,0.3373,0.1539,-0.8461,-0.0931,1358,1
1396,A400,40,55,10,14,11560,203,220,0.8436,0.5,0.5,0.6421,1387,1
1397,A400,40,1111,62,74,96340,50,108,0.8494,0.4658,0.5343,-0.3225,1627,1
1398,A400,40,665,41,42,63000,35,116,0.6995,0.6429,0.3571,-0.2599,1627,1
1399,A400,40,512,55,49,68556,127,141,0.6552,0.4884,0.5116,0.0461,1627,1
1400,A400,40,2243,241,195,297086,122,142,0.9256,0.6634,0.3366,0.0348,1627,1
1401,A400,40,181,27,20,17363,84,109,0.7814,0.7727,-0.2273,-0.2506,1354,1
1402,A300,80,144,20,16,14169,84,116,0.616,0.8824,-0.1177,-0.2313,1646,1
1403,A400,185,126,12,14,14727,103,127,0.2528,0.8571,0.1429,-0.0869,1353,1
1404,A400,185,197,14,17,22098,89,132,0.3622,0.8235,0.1765,-0.1236,1353,1
1405,A400,40,172,15,16,19997,101,127,0.8796,1.0,0.0,-0.0917,1387,1
1406,A300,80,66,10,10,7181,89,123,0.7848,0.8,0.2,-0.15,1687,1
1407,A300,80,68,13,9,6216,80,103,0.1494,0.8182,-0.1818,-0.2858,1687,1
1408,A300,80,64,12,8,7296,97,132,0.7516,0.8,-0.2,-0.1094,1687,1
1409,A300,70,60,12,11,6735,99,127,0.7232,1.0,0.0,-0.123,1687,1
1410,A300,70,48,8,9,5418,98,132,0.7101,0.8889,0.1111,-0.1182,1687,1
1411,A300,70,31,9,6,3476,99,121,0.9401,0.75,-0.25,-0.124,1687,1
1412,A300,70,69,11,10,7446,87,127,0.7718,0.9,0.1,-0.1569,1687,1
1413,A300,100,87,18,11,9260,81,127,0.6485,1.0,0.0,-0.1685,1687,1
1414,A300,100,70,12,11,7279,82,125,0.7445,0.9091,0.0909,-0.1876,1687,1
1415,A300,100,85,12,13,10892,115,140,0.3545,0.6154,0.3846,0.0011,1687,1
1416,A300,100,54,9,8,6942,116,143,0.1885,0.8889,-0.1111,0.0043,1687,1
1417,A300,100,41,12,7,4162,88,117,0.914,0.5454,-0.4545,-0.2069,1687,1
1418,A300,100,57,11,7,5464,82,108,0.0842,0.6364,-0.3636,-0.2511,1687,1
1419,A300,50,170,21,21,18503,82,127,0.51,0.5238,0.4762,-0.1497,1353,1
1420,A300,50,258,20,26,26729,77,122,0.2439,0.5769,0.4231,-0.1906,1353,1
1421,A400,50,198,21,18,18327,54,118,0.8234,1.0,0.0,-0.2769,1353,1
1422,A300,70,128,18,15,17802,132,150,0.4721,0.8667,0.1333,0.0865,1364,1
1423,A300,70,68,13,10,7457,91,125,0.5337,0.8182,-0.1818,-0.1433,1364,1
1424,A300,70,113,27,18,14982,125,142,0.2614,0.9333,0.0667,0.0358,1362,1
1425,A300,70,212,20,22,21031,77,118,0.8693,0.7273,0.2727,-0.225,1362,1
1426,A300,70,60,9,10,6750,92,134,0.6701,0.8,0.2,-0.1211,1364,1
1427,A300,70,99,18,11,9347,61,119,0.8664,0.9167,-0.0833,-0.2624,1362,1
1428,A300,70,74,15,11,8292,93,132,0.7507,0.9167,-0.0833,-0.1246,1364,1
1429,A300,70,101,27,17,13866,128,149,0.4144,0.9375,0.0625,0.0726,1366,1
1430,A300,70,216,27,30,22418,93,119,0.9897,0.4333,0.5667,-0.1892,1364,1
1431,A300,70,57,11,9,6135,89,127,0.4956,0.9,-0.1,-0.1591,1364,1
1432,A300,70,86,15,11,9203,91,124,0.7861,0.9167,-0.0833,-0.164,1356,1
1433,A300,69,210,18,17,20438,48,126,0.7939,1.0,0.0,-0.2397,1650,1
1434,A300,69,110,14,12,11674,73,133,0.5886,1.0,0.0,-0.1709,1648,1
1435,A300,150,66,12,8,7164,87,135,0.6166,0.8,-0.2,-0.152,1690,1
1436,A300,150,33,8,7,3806,102,134,0.3886,1.0,0.0,-0.099,1688,1
1437,A300,150,92,16,12,9704,71,132,0.4088,0.8333,0.1667,-0.176,1688,1
1438,A300,150,111,24,17,14697,118,143,0.7621,0.9286,-0.0714,0.0344,1690,1
1439,A300,150,140,21,14,13836,58,135,0.6627,0.9333,-0.0667,-0.2279,1690,1
1440,A300,100,74,13,11,7842,78,132,0.6937,0.8182,0.1818,-0.1721,1652,1
1441,A300,100,476,38,25,45968,40,141,0.6014,1.0,0.0,-0.2455,1666,1
1442,A300,100,59,11,10,6936,102,135,0.6304,0.8,0.2,-0.0816,1656,1
1443,A300,100,124,12,14,13351,85,125,0.3623,0.9231,0.0769,-0.1588,1656,1
1444,A300,100,119,16,13,13108,81,132,0.5235,0.9231,0.0769,-0.1394,1658,1
1445,A300,80,1222,77,54,112240,36,116,0.9383,0.8571,0.1429,-0.2824,1654,1
1446,A300,80,64,12,8,7197,91,134,0.7729,0.8,-0.2,-0.1215,1656,1
1447,A300,80,100,13,12,9458,77,110,0.1247,0.9167,0.0833,-0.2611,1652,1
1448,A300,80,155,19,14,14729,71,114,0.1596,0.8235,-0.1765,-0.2576,1654,1
1449,A300,80,1284,68,61,116623,42,117,0.1007,0.6333,0.3667,-0.2904,1648,1
1450,A300,100,82,13,11,8745,77,133,0.625,1.0,0.0,-0.1668,1696,1
1451,A300,100,69,12,9,8210,99,143,0.2026,0.8182,-0.1818,-0.0704,1688,1
1452,A300,70,68,10,11,8586,101,142,0.178,0.7273,0.2727,-0.0136,1618,1
1453,A400,40,191,17,18,22601,101,135,0.6194,0.7778,0.2222,-0.0755,1666,1
1454,A400,40,456,32,31,49848,92,124,0.1715,0.6452,0.3548,-0.146,1668,1
1455,A400,40,114,14,15,12808,102,124,0.3529,0.6667,0.3333,-0.1223,1666,1
1456,A400,175,55,10,9,6216,100,132,0.8297,0.8889,0.1111,-0.117,1362,1
1457,A400,120,85,14,11,10211,111,134,0.3352,1.0,0.0,-0.0615,1396,1
1458,A400,40,54,12,9,6100,101,126,0.8809,1.0,0.0,-0.1175,1360,1
1459,A400,40,118,16,13,14120,103,253,0.3358,0.9231,0.0769,-0.0652,1358,1
1460,A400,70,54,10,10,6091,104,124,0.26,0.9,0.1,-0.1188,1692,1
1461,A400,40,98,14,12,9016,82,102,0.7434,0.75,0.25,-0.2813,1356,1
1462,A400,40,183,19,21,19652,91,126,0.187,0.5714,0.4286,-0.161,1358,1
1463,A400,40,576,34,34,61342,84,133,0.8194,0.6471,0.3529,-0.168,1362,1
1464,A400,40,451,33,27,42862,25,132,0.2393,0.9615,0.0385,-0.2575,1354,1
1465,A300,80,194,17,17,21009,77,134,0.758,0.9412,0.0588,-0.154,1694,1
1466,A400,60,73,11,10,6734,70,109,0.6623,1.0,0.0,-0.2793,1694,1
1467,A400,60,86,15,10,7987,73,109,0.3294,0.9091,-0.0909,-0.2744,1694,1
1468,A400,60,137,15,15,16692,109,134,0.5627,1.0,0.0,-0.0481,1692,1
1469,A400,60,71,14,8,7768,96,126,0.8799,0.7273,-0.2727,-0.1452,1698,1
1470,A400,60,33,9,6,3751,105,126,0.9411,0.8571,-0.1429,-0.112,1698,1
1471,A400,60,75,11,12,8268,91,125,0.5719,0.6667,0.3333,-0.1388,1696,1
1472,A400,60,59,12,8,6638,95,127,0.73,0.8889,-0.1111,-0.121,1696,1
1473,A300,80,638,44,36,56456,53,126,0.5352,0.9688,0.0313,-0.3087,1364,1
1474,A400,40,106,12,16,12311,107,125,0.3564,0.625,0.375,-0.0926,1358,1
1475,A400,40,143,20,14,16288,96,127,0.3304,1.0,0.0,-0.1101,1362,1
1476,A400,40,178,19,16,20778,105,132,0.3206,0.8824,-0.1177,-0.088,1360,1
1477,A400,40,190,18,20,22158,102,132,0.7882,0.7,0.3,-0.0889,1360,1
1478,A400,40,305,33,27,34579,80,127,0.2912,0.7037,-0.2963,-0.1143,1360,1
1479,A300,200,125,17,13,14167,83,141,0.5678,0.8571,-0.1429,-0.1146,1356,1
1480,A400,300,479,61,67,43294,82,102,0.1549,0.3846,0.6154,-0.2939,1692,1
1481,A400,300,1695,145,133,159918,80,108,0.3002,0.4787,0.5213,-0.2629,1692,1
1482,A400,300,326,35,49,31251,87,109,0.1324,0.2708,0.7292,-0.2511,1692,1
1483,A400,300,204,28,37,16370,71,93,0.3061,0.2973,0.7027,-0.3731,1692,1
1484,A400,300,714,79,78,65282,80,103,0.2801,0.3623,0.6377,-0.2857,1692,1
1485,A400,300,297,48,42,28658,89,108,0.2778,0.4,0.6,-0.2462,1692,1
1486,A400,300,301,42,35,29002,89,103,0.2801,0.4286,0.5714,-0.2473,1692,1
1487,A400,300,218,36,32,23865,93,124,0.1265,0.5926,0.4074,-0.1447,1692,1
1488,A400,300,744,72,65,73055,77,111,0.292,0.4386,0.5614,-0.2329,1692,1
1489,A400,300,174,30,27,20469,106,127,0.1336,0.8,0.2,-0.0809,1692,1
