part_id,material,feed_rate,cutting_speed,depth_of_cut,tool_nose_radius,tool_wear_time,surface_roughness_ra
390,Stainless_304,0.433,224.6,1.806,0.2,3.1,47.84
391,Aluminum_6061,0.337,110.3,2.09,0.4,40.8,14.411
392,Aluminum_6061,0.105,278.1,1.446,0.2,25.3,2.071
393,Aluminum_6061,0.315,205.7,1.481,0.8,26.7,4.961
394,Stainless_304,0.359,246.0,2.179,0.2,53.6,56.164
395,Carbon_Steel_1045,0.056,157.8,0.417,0.8,44.3,0.229
396,Stainless_304,0.254,181.7,1.735,0.4,13.2,8.83
397,Carbon_Steel_1045,0.421,104.1,1.755,0.8,39.4,14.468
398,Carbon_Steel_1045,0.183,277.0,2.331,0.8,7.9,1.436
399,Stainless_304,0.256,97.1,2.952,0.8,11.6,5.928
400,Carbon_Steel_1045,0.249,283.5,2.438,1.2,42.8,2.751
401,Carbon_Steel_1045,0.186,289.4,1.635,0.8,7.6,1.795
402,Carbon_Steel_1045,0.463,274.0,0.716,1.2,16.8,6.021
403,Aluminum_6061,0.402,55.8,1.868,0.4,53.9,29.935
404,Aluminum_6061,0.1,131.9,2.544,1.2,44.3,0.391
405,Aluminum_6061,0.499,190.5,2.814,0.4,55.8,31.751
406,Carbon_Steel_1045,0.446,228.7,2.52,0.8,52.9,16.703
407,Carbon_Steel_1045,0.178,325.8,0.77,0.4,18.8,3.416
408,Carbon_Steel_1045,0.427,162.7,2.21,1.2,37.9,8.902
409,Aluminum_6061,0.098,312.5,2.67,0.4,22.7,0.976
410,Carbon_Steel_1045,0.5,99.0,2.123,0.8,41.8,19.856
411,Stainless_304,0.35,161.4,2.136,0.2,20.9,40.073
412,Carbon_Steel_1045,0.343,65.7,1.625,0.8,0.1,6.223
413,Stainless_304,0.091,272.7,2.002,0.2,5.6,2.01
414,Aluminum_6061,0.454,95.2,1.06,0.4,46.3,23.802
415,Aluminum_6061,0.063,127.1,0.494,0.2,5.0,0.628
416,Carbon_Steel_1045,0.158,282.6,2.526,0.4,36.0,3.4
417,Aluminum_6061,0.114,210.4,2.844,0.4,51.5,1.904
418,Carbon_Steel_1045,0.4,54.2,2.606,0.4,44.5,28.004
419,Stainless_304,0.139,50.7,1.168,0.4,24.8,3.743
420,Aluminum_6061,0.46,203.2,0.507,0.2,12.5,37.427
421,Stainless_304,0.345,141.5,1.02,0.8,55.4,13.971
422,Aluminum_6061,0.066,104.1,2.568,1.2,34.0,0.195
423,Carbon_Steel_1045,0.052,234.1,2.053,0.4,24.3,0.347
424,Carbon_Steel_1045,0.073,118.5,2.908,0.2,56.5,2.153
425,Carbon_Steel_1045,0.323,227.7,1.192,0.2,12.9,24.718
426,Aluminum_6061,0.411,163.8,1.767,0.8,26.5,8.888
427,Stainless_304,0.157,106.0,2.423,1.2,6.5,1.178
428,Stainless_304,0.432,91.4,0.893,1.2,7.5,9.79
429,Carbon_Steel_1045,0.076,121.1,2.901,0.4,23.9,0.777
430,Carbon_Steel_1045,0.41,58.9,1.879,0.4,42.0,30.342
431,Carbon_Steel_1045,0.468,142.4,0.272,0.2,20.3,52.333
432,Carbon_Steel_1045,0.397,320.6,0.319,0.2,41.4,37.683
433,Carbon_Steel_1045,0.364,299.4,2.676,1.2,48.3,6.504
434,Carbon_Steel_1045,0.427,161.6,2.025,0.4,52.7,32.2
435,Stainless_304,0.068,222.8,2.348,0.4,2.7,0.568
436,Carbon_Steel_1045,0.141,220.2,2.406,0.4,46.4,3.331
437,Aluminum_6061,0.106,298.6,1.406,0.4,8.8,0.79
438,Stainless_304,0.277,120.9,2.446,1.2,41.9,5.307
439,Aluminum_6061,0.385,138.9,2.828,1.2,22.3,6.237
440,Aluminum_6061,0.334,140.5,0.723,0.8,42.5,5.888
441,Stainless_304,0.433,62.3,2.351,0.4,12.8,34.091
442,Aluminum_6061,0.12,144.4,1.096,0.8,38.7,0.975
443,Aluminum_6061,0.381,313.4,1.134,0.4,7.5,10.565
444,Carbon_Steel_1045,0.137,323.6,1.385,0.8,10.2,0.996
445,Stainless_304,0.172,82.9,2.625,0.2,36.9,14.334
446,Aluminum_6061,0.369,187.4,0.311,0.8,20.2,6.039
447,Carbon_Steel_1045,0.491,164.4,1.443,0.2,42.2,71.754
448,Aluminum_6061,0.325,196.8,2.12,0.8,41.1,5.316
449,Carbon_Steel_1045,0.075,216.4,0.554,0.8,37.3,0.354
450,Aluminum_6061,0.327,56.1,2.429,0.2,43.8,33.343
451,Aluminum_6061,0.069,302.7,2.84,0.8,47.6,0.298
452,Stainless_304,0.448,342.1,0.5,0.2,54.7,94.639
453,Carbon_Steel_1045,0.369,246.0,0.671,0.4,4.8,12.383
454,Stainless_304,0.128,248.1,2.929,0.2,34.3,6.484
455,Stainless_304,0.091,208.4,0.794,0.8,44.9,0.883
456,Stainless_304,0.133,150.3,0.467,0.8,13.0,1.319
457,Carbon_Steel_1045,0.491,94.7,2.869,0.4,15.8,32.204
458,Aluminum_6061,0.256,225.2,2.705,1.2,16.0,1.999
459,Stainless_304,0.403,63.5,2.053,0.8,34.3,17.962
460,Carbon_Steel_1045,0.336,297.4,1.766,0.8,22.0,6.641
461,Aluminum_6061,0.308,176.3,2.778,0.2,40.0,23.124
462,Carbon_Steel_1045,0.115,174.4,2.053,0.8,36.6,1.015
463,Aluminum_6061,0.476,148.2,2.061,0.8,39.4,12.84
464,Carbon_Steel_1045,0.186,340.8,2.57,1.2,15.1,1.243
465,Stainless_304,0.31,102.5,2.046,0.8,46.0,12.824
466,Carbon_Steel_1045,0.365,95.4,1.635,0.2,39.8,42.81
467,Aluminum_6061,0.342,99.7,1.322,0.8,7.8,6.073
468,Aluminum_6061,0.473,247.6,1.634,0.2,12.0,37.171
469,Stainless_304,0.117,347.6,1.687,0.4,18.1,1.945
470,Carbon_Steel_1045,0.279,120.6,1.242,1.2,56.2,4.645
471,Carbon_Steel_1045,0.232,321.7,1.482,1.2,19.6,1.883
472,Stainless_304,0.263,133.6,2.455,1.2,1.2,2.721
473,Stainless_304,0.104,244.4,1.395,0.4,8.5,1.507
474,Carbon_Steel_1045,0.11,62.1,0.32,0.8,1.9,0.765
475,Carbon_Steel_1045,0.175,198.7,1.028,0.8,24.2,1.894
476,Aluminum_6061,0.187,246.4,0.887,0.2,47.8,8.406
477,Stainless_304,0.243,210.9,2.432,1.2,27.0,3.388
478,Carbon_Steel_1045,0.325,121.4,1.486,1.2,50.3,6.606
479,Carbon_Steel_1045,0.336,298.5,1.021,0.2,2.9,19.223
480,Aluminum_6061,0.235,341.0,2.479,1.2,28.2,1.864
481,Carbon_Steel_1045,0.234,187.8,0.303,0.4,47.2,7.001
482,Carbon_Steel_1045,0.148,240.8,0.729,0.8,40.5,1.404
483,Carbon_Steel_1045,0.315,287.1,2.524,0.8,51.2,7.996
484,Carbon_Steel_1045,0.193,122.4,1.764,0.2,16.4,9.816
485,Stainless_304,0.066,309.3,2.378,0.2,30.1,1.617
486,Aluminum_6061,0.238,134.1,2.555,0.8,40.6,3.244
487,Stainless_304,0.263,282.7,2.84,1.2,10.1,2.88
488,Aluminum_6061,0.152,83.6,0.424,1.2,48.9,1.096
489,Carbon_Steel_1045,0.308,136.5,2.448,0.4,18.7,11.4
490,Aluminum_6061,0.305,210.1,2.199,1.2,5.6,2.634
491,Aluminum_6061,0.366,207.5,0.819,0.4,45.9,13.603
492,Stainless_304,0.342,305.1,2.812,0.8,42.3,11.396
493,Aluminum_6061,0.344,348.8,1.362,0.4,53.0,13.89
494,Stainless_304,0.192,82.2,2.691,0.8,53.5,5.161
495,Aluminum_6061,0.404,131.4,1.914,0.8,16.7,7.388
496,Carbon_Steel_1045,0.297,157.3,1.699,0.8,38.5,5.587
497,Aluminum_6061,0.244,193.7,0.689,0.4,59.9,7.904
498,Carbon_Steel_1045,0.332,198.2,2.764,0.8,14.6,6.633
499,Stainless_304,0.212,306.9,1.781,0.8,28.4,3.993
500,Carbon_Steel_1045,0.281,281.2,0.267,0.4,54.6,11.089
501,Carbon_Steel_1045,0.382,55.7,0.3,0.8,6.2,8.787
502,Stainless_304,0.449,186.5,2.388,0.2,55.7,97.731
503,Carbon_Steel_1045,0.464,235.4,0.695,1.2,29.3,9.599
504,Aluminum_6061,0.277,188.1,1.897,0.2,53.6,20.194
505,Carbon_Steel_1045,0.284,89.2,2.123,1.2,37.3,3.875
506,Carbon_Steel_1045,0.41,169.2,1.018,1.2,40.3,8.013
507,Stainless_304,0.192,173.5,1.816,1.2,46.4,2.615
508,Aluminum_6061,0.427,106.3,0.911,0.2,4.0,31.257
509,Carbon_Steel_1045,0.272,276.9,2.852,0.2,37.7,18.58
510,Stainless_304,0.102,146.4,2.615,0.2,55.4,5.001
511,Carbon_Steel_1045,0.082,226.7,1.042,0.4,57.4,1.157
512,Carbon_Steel_1045,0.429,204.7,1.704,1.2,58.1,10.207
513,Stainless_304,0.075,313.2,1.627,1.2,38.7,0.329
514,Aluminum_6061,0.176,86.6,2.89,0.8,38.0,2.51
515,Carbon_Steel_1045,0.2,84.3,1.334,1.2,33.1,1.895
516,Stainless_304,0.128,140.1,1.796,0.2,36.5,7.263
517,Carbon_Steel_1045,0.191,179.4,2.804,1.2,36.7,1.983
518,Stainless_304,0.384,139.6,0.698,0.4,2.5,18.567
519,Carbon_Steel_1045,0.057,279.0,1.764,0.8,5.3,0.148
520,Aluminum_6061,0.422,123.6,0.541,1.2,37.2,6.843
521,Carbon_Steel_1045,0.435,75.4,1.948,0.8,18.9,13.329
522,Aluminum_6061,0.218,174.1,1.256,0.4,18.1,4.141
523,Stainless_304,0.119,282.0,2.911,0.8,11.6,0.983
524,Aluminum_6061,0.32,305.2,1.392,0.4,48.1,11.458
525,Carbon_Steel_1045,0.104,270.0,0.625,0.8,57.9,0.8
526,Carbon_Steel_1045,0.214,217.4,2.543,0.4,37.7,6.473
527,Aluminum_6061,0.481,267.3,2.507,0.4,56.7,25.645
528,Aluminum_6061,0.498,254.4,2.161,0.2,53.0,63.617
529,Carbon_Steel_1045,0.397,120.3,2.309,0.4,13.1,18.397
530,Aluminum_6061,0.19,215.2,0.978,0.8,9.2,1.214
531,Stainless_304,0.359,281.2,2.016,1.2,12.7,5.843
532,Stainless_304,0.367,145.1,0.355,0.2,5.8,34.246
533,Aluminum_6061,0.225,246.2,0.791,0.2,35.0,11.34
534,Stainless_304,0.338,194.4,2.814,0.8,17.0,8.852
535,Aluminum_6061,0.055,200.9,2.283,0.8,54.8,0.214
536,Aluminum_6061,0.144,77.0,0.884,0.2,36.8,5.885
537,Aluminum_6061,0.286,249.9,0.556,0.4,21.6,6.777
538,Stainless_304,0.124,309.7,2.86,0.2,59.1,6.929
539,Carbon_Steel_1045,0.125,92.4,0.559,0.2,57.2,6.473
540,Aluminum_6061,0.426,159.8,0.957,0.2,46.7,45.491
541,Carbon_Steel_1045,0.495,64.6,0.752,0.8,47.5,22.531
542,Carbon_Steel_1045,0.3,58.9,0.271,1.2,58.6,5.624
543,Carbon_Steel_1045,0.428,346.9,1.114,0.4,36.0,24.157
544,Carbon_Steel_1045,0.496,198.0,2.929,0.2,52.8,83.842
545,Stainless_304,0.114,156.7,1.19,1.2,3.9,0.488
546,Carbon_Steel_1045,0.252,132.5,1.637,0.4,33.2,8.92
547,Aluminum_6061,0.227,344.0,2.301,0.2,30.2,9.344
548,Stainless_304,0.086,125.7,1.765,0.2,2.3,2.047
549,Aluminum_6061,0.39,267.7,2.295,0.4,5.2,10.79
550,Carbon_Steel_1045,0.245,135.1,2.069,0.8,1.3,3.131
551,Carbon_Steel_1045,0.261,71.1,1.924,0.4,17.6,9.424
552,Aluminum_6061,0.118,255.0,2.037,0.4,3.2,0.927
553,Aluminum_6061,0.131,50.5,2.448,0.4,25.4,2.142
554,Carbon_Steel_1045,0.458,252.7,2.203,1.2,48.8,11.317
555,Stainless_304,0.07,125.1,2.427,0.8,36.8,0.572
556,Stainless_304,0.155,273.8,0.65,0.8,40.4,1.969
557,Carbon_Steel_1045,0.181,280.9,2.114,0.4,1.9,2.705
558,Aluminum_6061,0.271,267.2,2.277,0.8,50.4,5.318
559,Aluminum_6061,0.314,57.3,1.075,1.2,8.8,3.197
560,Stainless_304,0.272,261.1,2.655,0.8,18.2,5.782
561,Carbon_Steel_1045,0.088,347.0,1.088,1.2,31.0,0.288
562,Carbon_Steel_1045,0.16,122.8,0.921,0.2,55.8,9.012
563,Aluminum_6061,0.43,132.3,2.635,1.2,59.9,10.862
564,Aluminum_6061,0.337,294.1,0.929,1.2,47.0,4.311
565,Carbon_Steel_1045,0.342,98.1,1.393,0.8,43.8,10.636
566,Carbon_Steel_1045,0.352,248.2,1.262,1.2,31.7,5.187
567,Carbon_Steel_1045,0.393,276.5,2.72,0.8,39.9,10.246
568,Aluminum_6061,0.076,61.1,1.502,0.4,8.7,0.541
569,Stainless_304,0.215,216.1,2.159,0.8,16.2,3.219
570,Carbon_Steel_1045,0.293,222.8,2.434,0.8,59.1,7.533
571,Stainless_304,0.202,141.0,1.977,0.2,58.8,22.271
572,Carbon_Steel_1045,0.43,312.9,2.845,0.2,19.4,43.084
573,Carbon_Steel_1045,0.267,98.8,2.457,0.4,14.5,8.973
574,Carbon_Steel_1045,0.396,159.3,1.351,0.8,13.8,8.179
575,Carbon_Steel_1045,0.433,304.6,2.865,0.2,29.1,49.666
576,Carbon_Steel_1045,0.277,107.2,1.693,1.2,13.4,2.805
577,Carbon_Steel_1045,0.459,296.4,0.312,0.2,38.9,48.369
578,Aluminum_6061,0.314,73.7,0.965,1.2,4.5,3.12
579,Stainless_304,0.433,196.8,1.96,0.8,6.2,12.348
580,Aluminum_6061,0.203,72.6,0.681,0.4,16.6,4.116
581,Aluminum_6061,0.274,253.4,1.856,0.4,46.6,8.831
582,Stainless_304,0.289,287.2,1.244,0.8,19.4,6.44
583,Aluminum_6061,0.097,305.0,1.72,0.2,28.2,1.85
584,Stainless_304,0.229,344.4,0.255,0.8,39.4,4.14
585,Carbon_Steel_1045,0.463,251.6,2.583,0.8,47.3,15.663
586,Aluminum_6061,0.334,280.7,1.245,0.2,18.4,18.75
587,Aluminum_6061,0.13,201.7,0.635,1.2,43.9,0.651
588,Aluminum_6061,0.202,323.8,1.454,0.8,17.2,1.709
589,Aluminum_6061,0.136,243.1,1.587,0.2,38.7,4.031
590,Aluminum_6061,0.061,315.1,2.003,0.8,27.1,0.181
591,Aluminum_6061,0.467,120.6,1.693,0.4,55.6,31.499
592,Aluminum_6061,0.252,199.0,0.37,1.2,58.9,2.521
593,Carbon_Steel_1045,0.188,268.9,2.647,0.4,46.4,5.918
594,Aluminum_6061,0.319,110.8,1.505,1.2,54.9,4.733
595,Aluminum_6061,0.053,113.4,0.462,1.2,8.2,0.081
596,Aluminum_6061,0.175,343.4,2.375,0.2,39.3,5.71
597,Aluminum_6061,0.366,180.4,2.065,0.4,11.9,11.602
598,Aluminum_6061,0.335,104.5,2.036,0.2,16.6,21.143
599,Aluminum_6061,0.492,149.4,1.424,0.4,31.4,24.617
600,Carbon_Steel_1045,0.329,169.2,1.379,0.2,44.5,40.036
601,Stainless_304,0.265,236.9,1.725,0.8,43.3,6.988
602,Aluminum_6061,0.393,326.9,0.389,0.2,52.2,38.18
603,Aluminum_6061,0.456,346.0,1.072,0.8,33.6,10.874
604,Carbon_Steel_1045,0.374,245.5,2.967,0.4,55.6,25.7
605,Carbon_Steel_1045,0.483,260.0,2.071,1.2,53.3,12.135
606,Aluminum_6061,0.402,146.5,1.402,1.2,50.9,8.105
607,Stainless_304,0.44,307.1,0.861,0.8,13.8,13.702
608,Carbon_Steel_1045,0.101,115.3,2.299,0.4,31.9,1.558
609,Stainless_304,0.38,81.9,0.966,0.8,44.2,16.785
610,Stainless_304,0.248,342.0,0.697,0.8,58.6,6.143
611,Carbon_Steel_1045,0.299,309.2,0.675,0.2,0.7,14.57
612,Carbon_Steel_1045,0.344,141.1,2.255,0.4,19.6,15.05
613,Carbon_Steel_1045,0.486,252.6,2.018,1.2,20.5,9.371
614,Stainless_304,0.493,190.1,0.442,0.4,17.3,40.528
615,Carbon_Steel_1045,0.18,146.9,0.566,0.2,49.0,9.153
616,Aluminum_6061,0.38,136.0,1.993,1.2,2.7,4.3
617,Aluminum_6061,0.387,90.8,1.821,1.2,21.6,5.363
618,Carbon_Steel_1045,0.206,214.8,2.136,0.8,42.7,3.497
619,Carbon_Steel_1045,0.106,184.0,0.74,0.8,24.4,0.648
620,Stainless_304,0.068,203.7,2.248,0.4,8.6,0.68
621,Aluminum_6061,0.4,114.6,2.824,0.4,36.7,20.533
622,Stainless_304,0.27,331.6,1.903,1.2,31.4,3.569
623,Aluminum_6061,0.493,241.6,0.789,1.2,58.9,11.739
624,Carbon_Steel_1045,0.259,319.9,2.119,0.4,44.9,8.964
625,Carbon_Steel_1045,0.49,82.8,1.193,0.4,59.2,46.834
626,Aluminum_6061,0.235,236.9,0.386,0.2,11.2,7.795
627,Carbon_Steel_1045,0.407,304.8,1.081,0.2,45.7,41.252
628,Aluminum_6061,0.088,149.3,2.74,0.4,33.1,0.912
629,Aluminum_6061,0.3,108.5,1.381,0.8,42.8,5.574
630,Stainless_304,0.411,129.5,2.628,0.8,28.1,15.001
631,Aluminum_6061,0.466,131.9,1.649,1.2,12.7,6.66
632,Carbon_Steel_1045,0.42,184.2,1.672,0.4,2.7,14.887
633,Carbon_Steel_1045,0.067,147.8,0.264,0.2,50.3,1.392
634,Aluminum_6061,0.218,131.4,2.002,1.2,48.9,2.136
635,Stainless_304,0.072,244.6,0.546,1.2,9.8,0.18
636,Stainless_304,0.099,65.9,1.567,0.8,38.7,1.089
637,Stainless_304,0.354,152.1,0.966,0.2,44.3,53.253
638,Stainless_304,0.371,256.9,1.329,0.4,33.5,21.785
639,Carbon_Steel_1045,0.398,102.8,1.727,0.8,19.0,10.786
640,Stainless_304,0.439,116.3,0.29,1.2,52.9,14.921
641,Aluminum_6061,0.383,110.2,1.033,0.8,38.5,8.268
642,Aluminum_6061,0.41,50.3,2.971,0.4,43.2,26.555
643,Carbon_Steel_1045,0.072,192.1,0.408,0.4,39.1,0.748
644,Aluminum_6061,0.156,61.7,1.128,0.4,43.3,3.179
645,Carbon_Steel_1045,0.33,131.9,1.134,0.2,8.7,22.838
646,Carbon_Steel_1045,0.436,348.4,1.293,0.2,55.4,62.514
647,Aluminum_6061,0.052,325.5,2.133,1.2,17.1,0.073
648,Stainless_304,0.282,114.5,0.931,0.4,50.2,18.656
649,Aluminum_6061,0.355,143.0,1.516,1.2,53.6,5.262
650,Aluminum_6061,0.063,189.1,2.023,0.4,39.1,0.464
651,Carbon_Steel_1045,0.231,303.3,1.136,1.2,35.9,2.33
652,Stainless_304,0.453,290.8,2.859,0.2,6.5,45.148
653,Stainless_304,0.352,87.9,2.944,0.2,26.2,49.366
654,Aluminum_6061,0.157,87.3,0.579,0.8,36.7,1.56
655,Stainless_304,0.434,175.0,1.196,1.2,4.9,8.321
656,Carbon_Steel_1045,0.207,311.0,0.822,0.2,6.7,7.29
657,Stainless_304,0.434,314.6,0.764,0.8,59.6,17.762
658,Aluminum_6061,0.185,82.2,1.6,0.2,19.9,7.799
659,Carbon_Steel_1045,0.316,222.3,1.801,0.8,21.0,5.674
660,Carbon_Steel_1045,0.229,96.7,1.421,0.8,15.1,3.386
661,Carbon_Steel_1045,0.174,255.8,1.0,0.8,38.8,2.057
662,Aluminum_6061,0.449,324.9,1.016,0.4,28.4,18.037
663,Carbon_Steel_1045,0.134,186.4,2.978,0.4,47.4,3.26
664,Carbon_Steel_1045,0.088,74.9,2.79,0.8,30.7,0.609
665,Carbon_Steel_1045,0.204,223.8,0.459,0.4,0.9,3.85
666,Carbon_Steel_1045,0.373,172.6,2.056,0.8,29.0,10.418
667,Aluminum_6061,0.413,293.3,1.506,0.2,3.3,26.302
668,Stainless_304,0.499,152.1,2.144,0.4,49.6,55.889
669,Carbon_Steel_1045,0.183,312.5,1.892,0.2,6.8,7.745
670,Carbon_Steel_1045,0.234,132.1,2.695,0.2,13.0,13.42
671,Stainless_304,0.112,97.3,0.434,0.4,27.6,2.33
672,Carbon_Steel_1045,0.309,141.9,1.211,0.4,11.7,10.452
673,Aluminum_6061,0.499,60.5,2.96,0.2,32.4,63.162
674,Carbon_Steel_1045,0.365,134.4,0.751,0.2,27.6,38.656
675,Stainless_304,0.318,248.0,0.6,1.2,57.2,6.644
676,Aluminum_6061,0.227,92.7,2.255,0.8,5.3,2.53
677,Carbon_Steel_1045,0.462,83.4,2.388,0.8,34.6,19.301
678,Aluminum_6061,0.274,89.7,2.099,0.8,43.2,5.482
679,Stainless_304,0.11,73.3,2.385,0.2,7.7,3.849
680,Carbon_Steel_1045,0.214,312.4,2.158,0.8,38.2,3.037
681,Stainless_304,0.08,333.2,0.623,1.2,51.9,0.33
682,Carbon_Steel_1045,0.141,64.0,1.923,0.4,47.3,3.714
683,Aluminum_6061,0.058,278.0,2.386,1.2,56.1,0.156
684,Carbon_Steel_1045,0.254,271.1,2.63,1.2,43.2,3.123
685,Stainless_304,0.336,349.1,0.927,0.8,23.6,7.894
686,Aluminum_6061,0.204,154.4,0.6,0.2,55.2,10.661
687,Aluminum_6061,0.239,135.7,2.398,0.8,13.5,3.027
688,Carbon_Steel_1045,0.482,185.9,0.956,1.2,35.0,10.321
689,Carbon_Steel_1045,0.388,307.0,0.338,0.8,45.9,11.684
690,Aluminum_6061,0.293,268.6,2.519,1.2,52.3,3.501
691,Aluminum_6061,0.178,191.5,1.641,0.8,55.0,2.129
692,Aluminum_6061,0.454,123.4,1.148,0.4,5.1,16.365
693,Carbon_Steel_1045,0.156,268.1,0.281,1.2,43.6,1.266
694,Carbon_Steel_1045,0.196,306.4,0.347,0.2,12.2,7.329
695,Carbon_Steel_1045,0.459,170.0,2.43,0.4,46.7,40.762
696,Stainless_304,0.288,250.6,1.597,0.2,42.0,30.584
697,Aluminum_6061,0.384,170.1,0.662,0.8,10.9,6.822
698,Carbon_Steel_1045,0.316,193.5,1.236,1.2,50.0,5.197
699,Carbon_Steel_1045,0.344,207.5,0.705,1.2,27.7,5.086
700,Carbon_Steel_1045,0.185,282.7,0.56,0.2,32.6,7.445
701,Carbon_Steel_1045,0.159,343.3,1.01,0.8,58.3,1.96
702,Carbon_Steel_1045,0.195,183.3,1.761,1.2,39.4,1.699
703,Stainless_304,0.12,152.7,0.828,1.2,35.3,0.915
704,Aluminum_6061,0.443,162.1,1.195,0.8,1.0,6.445
705,Aluminum_6061,0.177,90.2,1.564,0.2,12.0,6.078
706,Carbon_Steel_1045,0.303,139.1,1.405,0.4,1.6,9.698
707,Carbon_Steel_1045,0.406,75.9,0.604,1.2,20.0,7.55
708,Aluminum_6061,0.403,178.4,0.357,0.8,20.7,6.612
709,Stainless_304,0.247,100.2,0.348,0.4,31.8,9.978
710,Stainless_304,0.264,153.9,1.213,0.2,41.4,29.298
711,Carbon_Steel_1045,0.498,288.1,2.227,0.8,10.8,14.267
712,Carbon_Steel_1045,0.354,123.8,0.611,0.4,36.1,16.59
713,Aluminum_6061,0.417,233.6,2.414,0.4,55.0,27.218
714,Carbon_Steel_1045,0.456,320.4,2.218,1.2,11.1,6.981
715,Carbon_Steel_1045,0.404,220.1,0.261,0.2,39.5,36.736
716,Stainless_304,0.133,108.1,0.324,0.2,2.7,4.14
717,Carbon_Steel_1045,0.303,153.4,0.786,1.2,31.9,4.339
718,Aluminum_6061,0.096,227.1,0.404,1.2,44.5,0.341
719,Aluminum_6061,0.344,202.0,1.711,0.4,2.0,9.867
720,Aluminum_6061,0.48,94.6,0.359,1.2,20.0,6.984
721,Stainless_304,0.281,184.0,2.457,0.2,52.7,36.404
722,Stainless_304,0.245,212.9,1.606,0.2,13.5,17.275
723,Stainless_304,0.066,130.2,2.252,0.4,43.4,0.962
724,Stainless_304,0.482,233.7,2.314,0.8,36.7,21.312
725,Aluminum_6061,0.096,71.0,1.644,0.2,9.8,1.778
726,Carbon_Steel_1045,0.068,151.0,2.795,0.2,44.5,1.581
727,Carbon_Steel_1045,0.161,291.3,2.973,1.2,31.9,1.179
728,Aluminum_6061,0.079,127.8,1.238,0.8,6.7,0.271
729,Carbon_Steel_1045,0.255,231.6,0.596,0.8,57.0,5.517
730,Carbon_Steel_1045,0.282,173.0,1.249,1.2,29.5,3.143
731,Stainless_304,0.191,144.9,0.864,0.2,44.7,12.979
732,Aluminum_6061,0.073,324.8,1.71,1.2,13.1,0.155
733,Stainless_304,0.1,153.0,1.291,0.4,8.2,1.307
734,Stainless_304,0.223,121.0,1.571,1.2,44.5,3.546
735,Stainless_304,0.077,322.8,2.349,1.2,40.4,0.356
736,Aluminum_6061,0.364,273.8,1.004,0.2,16.4,20.855
737,Aluminum_6061,0.143,254.5,1.728,0.2,44.8,4.234
738,Carbon_Steel_1045,0.186,64.9,1.172,0.8,30.3,2.554
739,Aluminum_6061,0.227,89.4,2.409,0.8,20.9,3.074
740,Aluminum_6061,0.237,241.5,2.009,0.2,47.2,13.659
741,Stainless_304,0.051,112.8,0.273,0.4,37.0,0.523
742,Aluminum_6061,0.1,117.7,2.065,1.2,30.4,0.38
743,Carbon_Steel_1045,0.438,283.7,0.718,1.2,46.4,9.495
744,Stainless_304,0.051,135.8,2.242,0.2,32.7,0.978
745,Carbon_Steel_1045,0.279,71.5,1.81,0.8,56.3,6.546
746,Stainless_304,0.27,60.9,1.354,0.2,49.1,38.01
747,Carbon_Steel_1045,0.2,183.0,2.159,0.4,21.5,5.25
748,Aluminum_6061,0.244,235.1,2.606,0.2,27.9,11.836
749,Aluminum_6061,0.401,310.7,2.392,0.8,57.4,11.524
750,Carbon_Steel_1045,0.429,83.2,1.75,0.2,53.7,65.278
751,Aluminum_6061,0.167,109.0,2.237,0.2,11.5,5.696
752,Stainless_304,0.195,208.9,1.388,0.2,16.5,12.971
753,Stainless_304,0.159,159.2,2.42,0.2,21.9,8.831
754,Aluminum_6061,0.266,194.8,2.53,0.2,52.8,18.729
755,Aluminum_6061,0.357,327.2,0.628,0.8,55.6,7.409
756,Carbon_Steel_1045,0.153,213.5,0.905,1.2,48.1,1.306
757,Carbon_Steel_1045,0.199,174.5,0.992,0.4,16.5,4.537
758,Aluminum_6061,0.469,346.8,0.707,1.2,53.2,9.947
759,Aluminum_6061,0.072,69.6,1.329,0.8,2.0,0.231
760,Aluminum_6061,0.257,329.6,0.781,0.4,25.4,5.57
761,Carbon_Steel_1045,0.37,200.5,1.888,0.2,22.7,31.826
762,Aluminum_6061,0.118,201.1,0.529,1.2,32.1,0.467
763,Carbon_Steel_1045,0.071,326.6,0.992,0.2,33.6,1.055
764,Aluminum_6061,0.112,202.2,2.08,0.4,13.5,1.067
765,Carbon_Steel_1045,0.463,181.5,1.346,0.2,12.3,44.146
766,Carbon_Steel_1045,0.054,131.7,1.409,1.2,48.2,0.164
767,Aluminum_6061,0.135,247.6,2.444,1.2,4.6,0.545
768,Stainless_304,0.064,220.9,2.957,0.4,29.6,0.755
769,Carbon_Steel_1045,0.1,114.3,1.804,0.4,11.5,1.002
770,Stainless_304,0.329,262.8,0.467,0.8,19.2,7.099
771,Carbon_Steel_1045,0.159,243.2,0.533,0.8,16.6,1.324
772,Carbon_Steel_1045,0.306,169.2,2.913,0.4,42.5,15.176
773,Aluminum_6061,0.316,51.3,2.118,0.4,27.4,14.687
774,Carbon_Steel_1045,0.432,184.0,2.319,0.2,18.0,48.184
775,Carbon_Steel_1045,0.052,51.8,2.108,0.4,49.9,0.586
776,Carbon_Steel_1045,0.434,72.5,0.744,0.8,5.1,10.212
777,Aluminum_6061,0.329,179.2,1.483,0.8,46.0,7.236
778,Aluminum_6061,0.123,74.6,2.445,1.2,14.9,0.511
779,Aluminum_6061,0.398,132.7,2.632,0.8,55.1,12.652
