u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque,profile_id
35.819,18.58,94.723,-125.797,69.411,4749.963,-189.283,77.806,62.884,46.456,22.189,75.015,31
8.147,18.356,63.927,-7.616,45.986,100.003,-79.939,188.413,38.069,37.073,23.194,155.074,18
93.348,47.416,78.751,91.994,68.905,3303.154,-81.414,-87.125,68.331,58.635,26.183,-73.449,70
23.553,91.051,84.417,0.075,83.607,499.981,-2.001,1.098,58.211,84.552,24.794,0.0,44
65.617,70.569,101.618,95.404,91.469,1997.84,-54.219,-157.923,75.697,81.976,26.385,-123.394,60
40.315,91.049,117.657,124.058,104.791,3289.719,-154.577,-132.522,90.374,97.373,23.803,-121.53,46
32.943,81.49,130.854,-126.337,108.78,3702.918,-181.345,104.084,82.653,96.683,25.997,99.71,59
12.092,18.423,19.664,0.779,19.118,249.998,-2.001,1.099,23.754,18.985,22.657,0.104,13
62.827,56.106,116.837,115.613,95.057,3651.665,-130.524,-105.001,86.791,77.938,28.029,-94.753,58
49.653,39.614,72.05,-121.32,62.982,2237.831,-137.617,177.275,69.931,53.422,27.349,155.526,53
45.017,34.518,75.485,115.398,61.61,1844.41,-98.701,-227.729,65.588,50.354,25.662,-186.331,55
61.492,70.638,72.142,-10.541,69.551,1308.178,-4.038,21.381,67.857,66.754,26.101,14.0,79
21.292,20.338,113.067,-128.978,83.781,5499.955,-198.085,66.326,90.858,55.844,19.851,64.199,24
69.836,19.138,46.17,-107.678,34.576,5999.956,-171.629,51.202,34.748,24.452,20.4,48.161,19
53.071,18.411,33.763,-35.669,30.541,1149.975,-23.015,90.022,44.062,26.339,24.433,67.376,27
40.231,66.666,101.378,-17.86,90.224,862.615,-11.368,56.83,80.969,80.261,26.283,39.573,65
30.091,18.311,31.744,-3.923,28.972,599.992,-2.98,15.775,36.256,26.189,19.851,10.881,36
24.469,18.616,21.684,0.373,20.191,499.999,-2.0,1.098,32.292,19.851,23.184,0.033,7
129.643,18.904,57.443,-8.122,49.302,5499.947,-107.336,0.601,62.22,36.69,24.206,-0.327,24
4.151,18.401,19.732,1.476,19.164,100.02,-2.001,1.095,29.013,19.058,22.518,0.464,18
13.666,18.142,39.418,-11.627,31.83,249.991,-43.511,132.618,31.796,26.396,23.182,103.716,13
95.261,61.218,91.594,88.785,82.795,2854.461,-55.591,-96.527,78.233,72.122,27.949,-77.37,53
117.91,56.105,68.596,58.277,65.584,3463.1,-56.883,-51.084,62.886,61.317,28.736,-41.906,58
10.702,19.321,104.787,-130.793,75.436,3299.964,-220.804,125.361,60.923,51.825,24.773,122.385,27
4.151,18.71,19.621,1.452,19.085,100.027,-2.0,1.096,25.803,18.93,22.177,0.246,2
85.946,18.346,76.377,-98.205,62.178,4999.937,-137.026,53.678,80.386,44.607,26.432,48.529,6
115.538,37.46,55.112,62.677,52.585,3283.086,-52.239,-56.603,61.978,45.986,26.172,-45.801,66
79.246,18.637,31.357,-38.431,29.88,1694.985,-13.557,64.153,45.164,25.977,22.305,46.581,29
39.833,24.478,85.884,108.116,64.677,1707.343,-102.879,-231.682,67.873,46.076,25.78,-190.345,65
24.132,34.515,80.414,-0.031,68.152,499.986,-2.001,1.097,65.049,54.144,23.69,0.0,43
12.091,18.472,19.669,0.823,19.11,249.985,-2.001,1.096,23.537,18.842,23.17,0.096,13
13.711,18.552,33.712,-11.537,26.395,249.999,-43.512,132.618,22.393,23.584,23.172,103.854,13
13.674,18.439,39.432,-11.622,31.785,249.99,-43.511,132.617,31.662,26.395,22.813,103.69,13
117.377,37.284,75.428,-57.975,64.807,4628.777,-98.588,32.553,68.69,52.68,26.23,27.476,66
131.702,23.075,37.423,-2.938,36.978,3499.964,-44.995,1.175,48.856,31.825,23.257,-0.632,23
131.27,18.682,42.86,-5.112,38.739,4499.955,-84.582,1.034,46.793,31.323,21.779,-0.596,21
89.792,49.786,87.56,69.413,76.04,2248.305,-24.622,-91.996,74.988,64.768,24.05,-68.734,47
48.899,19.015,24.469,13.665,23.874,1064.993,-4.25,-34.264,34.168,22.34,23.09,-25.385,10
24.231,34.648,70.916,-0.13,62.632,500.029,-2.002,1.098,64.387,52.572,24.042,0.0,43
43.496,18.398,42.83,-43.033,34.914,999.988,-43.512,132.619,36.732,28.935,21.715,103.161,5
29.478,18.681,84.734,-71.122,57.353,994.987,-131.781,253.599,41.525,39.604,22.326,216.539,30
45.388,83.312,93.574,41.729,89.405,1210.694,-27.402,-95.533,67.756,85.932,24.205,-72.191,72
12.071,18.523,19.742,0.802,19.256,250.008,-2.001,1.096,23.591,19.096,22.766,0.106,13
3.662,81.49,95.047,10.443,87.999,242.504,-57.395,-163.639,62.42,84.247,26.004,-128.391,70
47.75,49.797,72.121,49.542,65.588,1299.764,-34.494,-118.811,74.563,59.503,27.879,-90.107,56
43.23,49.75,88.036,-89.595,72.006,1378.835,-105.253,224.478,61.89,61.955,25.386,182.654,48
79.745,91.06,127.257,-103.193,110.435,2412.934,-70.765,132.71,90.411,98.291,24.237,106.482,46
21.206,19.341,113.492,-128.948,85.93,5084.951,-196.18,71.808,97.204,58.003,22.335,69.814,29
129.75,19.377,56.33,-8.234,48.33,5499.945,-107.61,0.667,59.871,36.245,23.849,-0.308,24
19.621,19.958,115.177,-129.355,85.192,5499.953,-198.624,66.314,94.141,57.182,21.534,64.196,24
81.623,49.818,114.685,103.178,95.009,2697.103,-69.523,-121.548,80.248,76.169,26.079,-98.856,49
55.067,29.308,65.571,-64.247,53.047,1361.94,-50.457,146.213,59.345,43.011,26.473,111.619,53
131.16,19.179,49.622,-6.488,43.094,4999.946,-97.683,0.956,52.051,33.549,23.942,-0.394,17
16.73,49.413,92.295,-129.467,74.56,3206.187,-208.503,127.867,69.658,63.013,27.78,126.635,53
63.17,18.293,45.976,-64.316,38.472,1499.992,-43.512,132.618,42.284,31.356,22.344,102.977,8
13.684,18.628,39.397,-11.639,31.761,249.988,-43.512,132.618,31.419,26.4,22.348,103.687,13
21.701,19.366,114.702,-129.068,86.443,5084.953,-196.144,71.739,95.778,58.466,24.813,69.918,29
69.22,18.977,66.784,-111.962,53.334,2999.963,-124.249,113.111,58.987,39.452,23.258,99.881,14
30.989,55.029,97.454,14.95,84.422,753.98,-11.159,-56.967,73.011,72.04,27.873,-41.654,74
88.182,18.153,69.773,-95.4,54.595,4999.939,-138.943,53.29,57.012,39.446,22.75,48.457,6
28.02,19.392,104.729,-127.928,78.854,4499.963,-191.389,82.959,85.84,54.069,21.235,79.455,21
12.037,18.181,19.596,0.818,19.002,249.984,-2.0,1.098,23.421,18.801,23.115,0.092,13
49.974,18.603,21.72,-0.344,21.406,999.993,-2.002,1.097,28.783,19.851,21.575,0.193,5
39.486,30.993,86.04,123.207,69.105,1933.907,-117.303,-234.441,76.692,53.746,26.384,-196.369,74
80.055,30.541,52.458,104.157,45.737,2937.12,-88.666,-114.061,54.737,38.618,24.666,-96.059,73
119.375,18.609,63.248,-51.812,52.571,5649.949,-119.375,22.688,63.678,38.64,22.919,19.985,31
26.501,80.482,119.591,-35.158,103.313,639.376,-66.727,174.546,69.092,93.245,26.385,136.322,58
3.562,22.68,124.385,-130.726,91.635,3499.971,-222.212,114.609,92.103,63.369,22.848,111.823,23
37.929,25.277,60.627,125.603,52.569,2741.506,-157.755,-161.765,57.876,39.452,26.385,-147.443,60
4.15,18.374,19.747,1.467,19.162,100.038,-2.001,1.098,26.692,18.959,21.704,0.249,2
24.405,18.603,22.585,0.004,22.196,500.002,-2.001,1.098,42.465,19.88,25.673,-0.1,4
13.202,60.736,124.31,45.204,100.877,742.09,-100.779,-231.794,78.803,85.023,26.698,-189.865,56
67.684,18.757,91.199,-110.365,70.528,5749.942,-161.127,52.307,80.57,48.484,22.699,49.067,27
107.259,86.089,93.023,-75.71,88.316,3499.974,-75.308,61.138,71.84,85.217,24.193,50.0,45
9.838,18.78,50.267,-11.599,33.723,149.963,-99.214,216.051,23.624,26.354,19.851,182.055,30
131.805,18.48,37.373,-3.861,34.574,3999.958,-68.016,1.105,42.453,28.698,23.644,-0.588,15
24.938,18.782,28.821,-12.84,26.384,499.98,-15.494,70.796,53.154,23.875,25.676,51.515,6
4.138,18.446,19.798,1.468,19.222,100.01,-2.001,1.097,27.988,19.037,22.625,0.253,2
31.33,18.325,52.799,-40.514,39.452,749.985,-65.98,173.0,30.682,31.804,24.655,139.78,16
8.145,18.608,63.991,-7.603,45.986,99.963,-79.94,188.412,38.311,37.107,23.367,155.097,18
59.519,29.835,66.937,114.847,56.699,3093.604,-129.941,-125.056,57.135,45.973,26.352,-111.861,53
73.183,29.482,59.232,109.767,53.192,2387.725,-71.038,-148.886,74.161,44.362,26.38,-120.381,59
8.151,18.347,63.952,-7.616,45.986,99.953,-79.94,188.412,37.58,37.026,22.939,155.105,18
44.218,18.7,56.256,-5.807,46.959,899.992,-2.98,15.773,41.39,39.452,19.851,10.765,36
87.7,49.524,91.852,-96.268,77.424,4999.945,-135.545,53.705,75.096,64.058,24.948,47.769,6
18.88,19.395,104.764,-130.056,76.191,3999.945,-206.506,99.285,66.655,52.573,23.799,95.967,15
86.11,87.195,113.088,97.035,98.257,2403.477,-39.458,-128.957,76.282,90.385,24.411,-98.53,80
69.395,18.768,66.135,-111.69,52.941,2999.972,-124.284,113.234,57.208,39.45,22.508,99.985,14
69.115,44.252,61.561,29.592,58.831,1589.147,-10.312,-51.897,63.651,53.407,26.483,-37.959,56
36.305,28.07,31.348,-25.33,30.35,778.278,-25.784,94.547,49.679,28.976,24.762,68.815,72
13.69,18.487,39.337,-11.636,31.643,249.986,-43.511,132.618,31.005,26.386,22.365,103.698,13
72.789,44.826,78.735,-101.989,68.992,5310.035,-155.139,53.307,69.018,57.911,25.466,51.626,79
62.009,80.582,90.195,70.302,84.77,1724.561,-39.832,-131.482,64.971,81.326,26.0,-100.526,66
99.924,34.576,58.722,-85.151,52.988,2607.754,-50.822,97.117,62.108,45.98,25.136,75.193,55
118.899,39.137,78.876,-54.18,68.656,3819.787,-72.543,37.816,69.127,56.048,27.048,30.525,53
21.168,19.678,113.56,-129.021,85.943,5084.951,-196.303,71.847,97.071,58.074,22.45,69.867,29
60.197,19.279,97.787,-113.871,74.179,5999.944,-168.192,51.931,83.379,50.681,23.161,48.825,19
61.257,18.626,75.465,-115.277,57.394,3999.972,-156.539,85.809,50.361,40.956,22.091,79.473,10
-13.401,19.47,135.331,-130.276,95.053,2849.973,-260.214,147.141,85.764,63.027,20.772,146.685,29
74.42,40.917,85.691,-86.347,69.405,1882.034,-51.534,145.958,69.442,55.915,26.4,111.802,54
77.044,68.158,89.83,-105.132,79.571,4023.021,-132.529,76.317,62.664,72.122,24.009,69.427,75
97.911,19.383,37.83,-79.648,32.935,2249.994,-33.043,108.242,32.627,26.863,19.574,81.612,32
75.064,59.457,82.354,106.119,74.284,4640.632,-138.43,-76.924,71.903,65.952,24.729,-71.242,81
91.691,18.529,31.323,-44.062,29.663,1959.984,-13.557,64.153,38.668,25.818,21.846,46.518,30
79.388,18.831,30.871,-38.363,29.343,1694.981,-13.556,64.153,41.967,25.701,21.65,46.664,29
15.65,19.234,25.158,-2.138,23.666,300.003,-2.98,15.774,31.864,22.515,19.85,10.715,36
56.73,65.223,90.777,-117.785,82.472,3363.23,-146.021,107.083,83.315,72.127,27.773,96.176,20
57.139,49.532,77.945,75.663,69.105,1666.528,-48.391,-147.072,73.61,60.727,27.564,-113.985,56
62.119,19.316,62.013,-115.899,45.986,1999.976,-101.922,193.561,48.16,34.622,21.552,162.377,32
126.772,56.105,67.175,21.907,65.453,2790.405,-3.743,-20.479,62.683,61.22,28.994,-15.301,58
86.901,19.324,72.126,-96.95,58.498,4999.944,-137.974,53.503,69.448,42.723,24.828,48.599,17
31.026,34.399,124.73,-77.505,93.283,1086.869,-128.609,250.341,72.988,69.609,26.546,206.931,56
34.338,19.041,112.553,-125.291,85.62,5999.936,-184.188,56.384,101.806,57.444,23.47,54.427,31
53.183,18.715,33.189,-35.585,29.837,1149.992,-23.015,90.022,40.6,25.839,24.545,67.495,27
103.999,64.277,77.699,77.688,71.378,5102.928,-120.085,-51.956,65.99,67.124,23.99,-47.764,71
94.376,15.499,47.514,61.084,43.732,2216.147,-16.845,-79.07,63.549,34.287,26.375,-58.249,79
103.225,40.432,49.553,-81.409,45.897,2499.974,-40.462,99.433,33.948,42.807,23.016,75.0,41
123.244,61.2,98.308,17.274,86.442,4842.755,-93.716,-13.294,79.693,72.153,26.385,-12.252,76
87.452,49.693,92.443,-96.752,78.707,4999.945,-135.078,53.795,75.929,64.459,25.855,47.785,6
29.341,18.465,104.353,-127.704,78.707,4749.959,-191.452,77.839,82.629,53.143,22.149,75.215,31
58.671,91.163,123.162,-117.343,109.761,3443.75,-140.541,102.056,89.885,99.281,29.48,92.411,58
122.378,38.384,57.633,-47.579,54.084,3999.964,-76.139,31.141,59.779,45.991,24.988,25.0,44
4.696,18.54,24.815,-1.806,22.216,49.965,-15.495,70.795,28.757,19.851,21.464,52.525,30
57.011,28.089,51.232,-114.887,39.151,1802.161,-103.937,222.886,35.044,32.514,25.623,181.506,76
4.109,18.465,19.649,1.485,19.029,100.004,-2.0,1.097,26.857,18.872,22.702,0.457,18
77.223,49.76,72.122,-106.425,65.549,2823.005,-101.579,114.17,65.998,58.356,26.385,97.161,58
119.057,30.459,47.752,54.095,44.862,3717.562,-67.852,-43.854,63.983,39.299,24.802,-37.175,72
83.41,81.489,92.418,42.704,88.576,1979.188,-12.028,-61.883,78.317,84.513,26.384,-45.252,79
8.193,18.233,62.942,-7.606,45.986,99.956,-79.94,188.412,30.089,36.309,23.107,155.428,18
50.491,18.67,56.729,-61.043,45.986,1249.994,-52.047,150.34,70.604,36.487,23.339,117.36,27
43.57,27.335,93.335,-122.456,79.384,3873.77,-172.149,93.616,76.711,61.635,24.775,89.282,72
58.04,28.195,75.419,117.423,64.896,3506.539,-139.293,-111.839,74.616,52.29,26.381,-101.76,66
34.869,49.545,52.322,-2.808,50.939,720.711,-2.787,8.42,57.049,49.89,25.531,4.998,48
4.66,19.249,131.136,-130.856,94.487,2703.974,-231.217,155.872,81.97,64.503,22.628,151.997,32
4.174,18.597,19.798,1.49,19.155,99.976,-2.001,1.097,26.803,19.148,22.348,0.179,3
6.492,64.548,63.293,1.356,62.366,149.936,-2.0,1.095,59.571,62.369,26.778,0.435,20
5.491,19.35,120.886,-130.565,89.287,3499.974,-218.842,113.553,94.512,60.661,23.085,110.986,26
124.103,75.203,104.324,5.118,90.687,4683.884,-88.515,-6.341,71.842,81.407,24.169,-6.824,81
7.666,18.594,38.814,-5.412,31.336,100.017,-43.512,132.618,28.366,26.381,21.532,103.528,3
75.208,49.813,78.222,-105.926,63.803,3734.662,-130.484,83.623,55.094,55.836,25.619,75.63,78
27.564,19.819,75.259,-128.415,51.211,2249.988,-196.565,193.651,38.526,36.052,19.444,182.603,32
49.651,15.491,69.405,120.437,56.228,3490.278,-151.891,-117.242,63.604,40.203,26.384,-108.046,79
19.18,18.392,79.674,-130.04,58.211,4499.947,-206.363,86.443,67.404,39.296,25.95,83.998,6
70.331,26.733,74.113,-108.683,56.207,3047.661,-125.195,108.912,50.253,42.791,24.221,96.293,73
66.206,47.566,82.534,-106.765,70.497,5662.985,-164.072,52.478,69.756,58.192,25.798,50.727,79
23.812,81.328,120.903,-31.398,103.177,561.114,-67.623,176.821,69.036,92.956,26.385,138.208,58
23.856,32.781,84.471,103.735,65.067,1493.936,-137.686,-273.033,63.545,52.572,26.26,-228.517,54
129.741,18.648,56.727,-8.154,48.461,5499.948,-107.517,0.637,60.191,36.3,23.685,-0.134,24
38.184,46.686,78.699,24.13,67.185,937.655,-16.671,-76.867,59.542,57.588,25.65,-56.725,78
116.811,74.622,67.183,10.993,67.204,2548.791,-3.258,-11.435,50.475,68.897,23.864,-8.948,81
87.164,49.582,94.17,-96.945,79.085,4999.949,-134.503,53.813,78.546,65.422,26.165,47.854,6
27.867,33.37,31.994,23.075,31.263,730.57,-28.078,-99.052,28.588,31.337,24.78,-74.406,57
101.954,29.362,67.862,79.741,55.9,4380.898,-108.311,-58.585,60.833,44.549,26.385,-52.753,53
8.142,18.611,63.976,-7.616,45.986,100.02,-79.94,188.412,38.255,37.106,22.887,155.062,18
130.977,91.154,110.714,8.491,102.754,5023.406,-86.254,-8.368,93.262,95.538,26.385,-7.944,56
63.094,18.987,45.986,-64.395,38.666,1499.99,-43.511,132.618,43.771,31.396,23.69,102.886,8
72.251,23.543,63.174,-106.652,52.535,1960.191,-68.787,177.759,57.576,40.898,26.093,139.554,50
54.482,65.047,104.756,-119.829,89.19,3299.958,-147.339,109.821,84.732,77.672,28.993,97.926,20
24.699,28.241,50.604,-128.022,39.452,1923.215,-204.039,238.79,34.072,34.277,24.843,217.776,63
48.85,19.111,32.427,-0.444,29.864,999.996,-2.001,1.099,38.706,26.36,23.512,-0.091,5
87.261,18.116,72.15,-96.416,58.529,4999.955,-138.067,53.476,68.871,42.222,24.61,48.498,6
5.597,64.153,69.344,9.708,65.594,251.447,-41.677,-133.789,64.148,64.77,23.899,-102.769,71
82.032,18.74,84.442,-99.954,65.588,5749.938,-149.944,46.999,76.598,45.969,24.696,43.534,20
4.784,18.373,26.381,-1.533,24.922,60.025,-9.127,50.765,53.677,23.166,22.043,36.541,27
103.357,28.608,69.665,-80.438,60.657,4198.036,-103.699,51.966,72.296,48.557,26.383,45.085,66
41.381,49.822,57.614,4.581,56.071,923.754,-3.468,-13.69,65.018,53.262,26.191,-10.551,48
23.64,19.006,39.452,-22.009,32.516,499.99,-43.511,132.619,33.812,27.063,23.169,103.312,7
5.771,19.073,120.997,-130.503,89.245,3499.963,-218.359,113.421,94.827,60.674,23.325,110.833,26
4.698,18.505,24.855,-1.801,22.374,50.048,-15.495,70.795,30.151,19.86,19.875,52.511,30
76.742,81.49,99.475,95.964,90.49,5690.873,-150.429,-60.738,72.464,84.972,24.767,-57.561,72
131.1,49.811,72.122,-11.282,68.328,3900.477,-58.044,5.955,72.131,60.621,24.874,3.89,48
23.646,18.323,39.467,-22.078,32.902,499.998,-43.513,132.618,35.445,27.636,23.002,103.334,7
4.02,19.348,35.147,-0.512,31.375,59.98,-2.982,15.774,28.289,28.469,19.538,10.904,36
94.727,35.573,73.82,-86.979,62.142,3757.384,-103.795,65.213,66.622,50.886,23.897,56.627,80
73.519,18.668,24.275,-0.471,24.754,1499.983,-1.999,1.098,34.63,22.754,23.272,0.065,8
63.097,18.985,45.986,-64.348,38.743,1499.99,-43.512,132.617,44.085,31.341,23.92,102.909,8
83.37,19.054,79.265,-98.298,60.989,5749.937,-151.341,46.75,64.883,42.781,24.862,43.382,20
113.469,77.703,98.012,64.104,87.573,4245.795,-88.751,-48.693,68.577,80.741,26.377,-42.756,57
23.635,18.925,39.452,-21.969,32.343,499.999,-43.512,132.617,32.638,26.846,23.129,103.307,7
69.298,18.125,66.209,-111.691,52.849,2999.972,-124.283,113.193,57.503,39.447,23.101,99.995,14
80.087,41.909,54.295,-92.341,52.549,1999.605,-52.141,148.936,36.776,49.583,22.395,114.097,43
43.473,18.995,42.86,-43.0,34.767,999.996,-43.512,132.618,37.436,29.171,22.426,103.111,5
110.553,29.736,44.372,-70.662,40.738,3000.126,-57.647,68.325,39.824,36.561,23.248,53.775,44
112.531,56.105,104.572,67.726,90.155,4407.524,-93.026,-48.774,79.9,75.824,28.044,-43.001,58
127.923,25.961,67.58,29.558,55.838,4538.861,-86.24,-21.465,56.126,42.688,26.385,-19.302,65
62.935,49.85,84.426,-81.103,72.122,1634.816,-57.394,157.326,67.558,63.07,26.298,121.403,49
55.402,34.602,63.92,-11.997,57.394,1159.822,-4.666,26.913,63.722,49.271,25.109,17.877,55
116.901,18.276,45.985,17.425,39.399,2563.705,-8.951,-19.581,42.274,31.374,23.278,-12.354,11
47.202,70.095,91.836,-38.569,81.241,1088.376,-30.58,104.5,77.747,72.17,27.966,76.816,53
93.595,18.472,50.881,-92.368,43.955,2249.983,-40.264,126.125,56.607,34.507,24.189,95.619,27
129.002,50.178,72.121,21.805,64.377,5270.57,-102.431,-15.952,53.83,56.485,24.731,-14.702,49
36.209,18.702,89.01,-125.697,64.184,4499.958,-190.152,83.92,53.58,44.605,19.851,80.039,21
13.387,19.524,97.943,-130.881,67.331,2459.974,-224.454,177.648,51.251,45.953,21.645,171.923,29
38.684,24.133,43.81,-30.327,39.143,852.475,-29.823,103.688,60.31,33.726,26.385,76.03,50
16.085,54.986,85.182,28.566,75.241,591.538,-60.21,-169.167,45.617,67.245,25.206,-133.176,57
100.034,35.798,78.46,-79.943,63.052,4226.71,-109.54,51.854,55.708,50.957,25.573,45.767,78
48.995,18.374,23.556,13.649,23.149,1064.996,-4.251,-34.263,30.742,20.914,23.086,-25.41,10
126.015,70.192,102.625,36.43,91.126,4106.376,-68.935,-28.055,80.214,80.448,28.019,-24.205,53
4.784,18.364,26.877,-1.528,25.427,59.996,-9.126,50.765,54.34,23.353,22.107,36.521,27
63.105,18.189,45.949,-64.108,38.399,1499.997,-43.512,132.618,41.986,31.326,21.73,102.831,8
74.344,26.482,70.641,107.673,57.601,5139.452,-151.252,-72.102,53.293,44.863,24.222,-67.974,73
59.601,19.352,98.222,-114.444,75.438,5999.943,-168.189,52.064,85.708,51.007,22.96,48.863,19
122.092,38.481,65.613,-48.399,61.442,3999.957,-74.219,31.205,73.606,52.718,24.822,25.0,44
130.756,18.63,29.64,-0.985,30.284,2749.97,-1.995,1.076,41.933,26.371,23.421,-0.782,20
37.283,24.7,78.745,-119.168,56.62,1579.73,-153.846,284.068,50.985,42.518,23.16,235.905,62
131.788,18.089,38.206,-3.898,36.072,3999.957,-67.554,1.103,45.909,29.597,24.349,-0.545,15
8.144,18.491,63.96,-7.615,45.986,100.014,-79.942,188.412,38.172,36.974,23.17,155.096,18
55.834,62.414,77.534,116.881,66.887,4508.732,-161.054,-90.399,58.353,60.647,24.791,-85.215,73
73.454,18.298,23.785,-0.332,23.85,1499.982,-2.0,1.097,31.947,22.134,23.53,-0.003,8
40.762,33.318,64.465,-50.192,54.093,1000.232,-59.64,160.473,38.54,45.986,22.807,124.33,43
51.423,56.099,93.275,-118.399,79.359,3117.432,-153.865,118.32,73.993,68.908,26.385,108.616,54
57.452,19.207,101.28,-116.025,78.707,5999.942,-167.901,52.34,94.078,52.832,24.137,49.096,19
85.711,18.813,53.198,-100.139,44.405,2499.974,-75.675,123.426,47.257,34.509,24.625,100.696,9
4.019,19.311,21.148,-0.525,19.851,59.984,-2.98,15.774,27.098,19.845,19.455,10.963,36
131.711,18.82,32.125,-3.003,31.624,3499.964,-46.551,1.172,39.256,26.385,23.609,-0.528,26
131.798,18.778,32.148,-2.989,31.597,3499.963,-46.502,1.174,39.049,26.385,23.798,-0.568,26
64.143,34.392,55.998,115.039,45.986,2396.901,-91.851,-164.086,39.854,40.098,26.28,-136.195,68
131.768,18.623,33.467,-3.063,33.082,3499.967,-45.804,1.171,44.989,28.001,23.208,-0.547,26
126.881,61.223,87.586,-25.487,75.794,4839.857,-92.464,11.461,63.068,66.707,23.199,9.077,62
131.998,18.341,35.533,-2.248,35.047,2999.969,-15.965,1.337,50.082,29.647,23.395,-0.584,14
56.056,61.93,110.644,118.781,95.426,3067.771,-126.268,-130.139,90.409,80.277,27.42,-115.385,58
31.018,19.213,59.099,-40.858,45.092,749.994,-65.979,172.999,46.368,35.477,24.529,139.155,16
55.974,49.896,116.647,-117.289,92.534,1831.226,-102.084,220.557,74.699,75.339,25.559,179.348,48
117.772,47.119,93.33,-57.806,79.388,4686.249,-96.633,31.662,79.314,64.746,27.399,26.508,65
118.287,81.49,104.791,56.77,98.257,3666.178,-59.451,-47.258,87.054,91.904,26.376,-39.16,59
24.674,19.011,42.959,-13.009,37.891,499.974,-15.493,70.794,68.286,31.917,25.875,50.953,6
67.085,24.331,62.366,-85.296,50.965,1717.566,-57.062,157.05,57.443,39.452,26.194,121.123,50
120.443,27.944,58.893,-51.712,53.354,3185.996,-48.085,45.151,52.71,44.779,25.888,34.633,67
71.785,71.945,100.169,-97.831,87.604,5649.331,-159.081,48.522,66.446,78.791,23.313,47.568,80
90.88,25.993,55.73,-94.691,46.839,3676.912,-109.914,73.857,53.948,38.74,26.385,64.717,65
38.469,58.613,90.945,60.657,78.707,1239.791,-57.203,-163.389,71.474,67.219,26.383,-128.168,76
93.389,65.029,83.612,-83.885,77.073,2249.978,-35.431,114.396,67.026,70.975,26.53,84.024,20
10.209,19.366,104.787,4.882,75.44,287.431,-5.278,-2.951,67.81,50.875,26.374,-1.256,6
73.138,28.156,78.793,108.061,60.675,4038.61,-134.145,-89.165,50.228,45.868,25.692,-81.543,76
58.782,30.11,64.81,-75.938,54.164,1499.985,-58.917,161.746,50.995,45.197,23.993,125.0,44
115.298,29.615,42.771,-60.48,39.472,2499.978,-15.397,70.595,40.94,36.463,26.25,50.0,42
14.707,20.52,78.588,-130.379,53.667,3499.971,-219.457,119.13,38.152,37.814,21.639,116.184,23
