meter_id,tariff_type,monthly_consumption_m3,baseline_consumption_m3,heating_degree_days,building_age_years,meter_age_years,is_anomaly
LZ-GAS-000379,industrial,1743.0,1615.2,127.0,70.8,20.1,0
LZ-GAS-000380,residential,198.9,187.6,288.0,70.7,18.9,0
LZ-GAS-000381,residential,130.4,132.7,199.0,5.9,12.3,0
LZ-GAS-000382,residential,205.4,209.0,337.0,2.1,6.2,0
LZ-GAS-000383,residential,179.6,168.8,254.0,32.1,12.0,0
LZ-GAS-000384,residential,236.7,203.2,323.0,33.6,7.3,0
LZ-GAS-000385,residential,169.8,166.8,265.0,32.7,9.2,0
LZ-GAS-000386,commercial,475.5,522.4,158.0,47.7,19.1,0
LZ-GAS-000387,commercial,1083.3,1060.0,377.0,62.7,21.1,0
LZ-GAS-000388,commercial,341.0,373.0,83.0,63.1,11.2,0
LZ-GAS-000389,commercial,937.4,935.8,310.0,74.4,19.7,0
LZ-GAS-000390,commercial,591.1,574.9,162.0,54.1,20.2,0
LZ-GAS-000391,commercial,153.9,584.9,172.0,70.2,30.0,1
LZ-GAS-000392,residential,161.8,168.0,257.0,7.3,3.6,0
LZ-GAS-000393,commercial,538.7,521.7,151.0,2.1,0.0,0
LZ-GAS-000394,residential,74.1,71.0,85.0,36.1,18.3,0
LZ-GAS-000395,residential,80.9,81.1,98.0,70.6,20.7,0
LZ-GAS-000396,commercial,380.8,390.1,71.0,30.8,6.6,0
LZ-GAS-000397,residential,131.2,146.8,224.0,8.9,10.5,0
LZ-GAS-000398,industrial,2190.9,2533.0,263.0,10.1,6.9,0
LZ-GAS-000399,residential,137.6,140.4,209.0,18.3,5.3,0
LZ-GAS-000400,residential,35.0,33.2,14.0,69.1,16.2,0
LZ-GAS-000401,industrial,2205.6,2502.4,238.0,26.9,11.6,0
LZ-GAS-000402,residential,219.6,216.4,346.0,68.7,23.1,0
LZ-GAS-000403,residential,68.0,66.8,70.0,75.4,15.5,0
LZ-GAS-000404,residential,89.1,84.4,101.0,62.0,25.9,0
LZ-GAS-000405,industrial,3389.8,3173.6,342.0,73.9,17.6,0
LZ-GAS-000406,residential,132.4,132.0,198.0,20.4,17.6,0
LZ-GAS-000407,commercial,1177.4,1050.1,364.0,15.6,11.1,0
LZ-GAS-000408,residential,124.0,122.2,176.0,19.3,9.4,0
LZ-GAS-000409,commercial,229.9,251.6,31.0,1.4,7.5,0
LZ-GAS-000410,commercial,704.0,716.3,216.0,74.5,21.2,0
LZ-GAS-000411,residential,144.8,144.1,214.0,16.5,9.3,0
LZ-GAS-000412,industrial,2808.3,2612.5,260.0,50.4,26.3,0
LZ-GAS-000413,residential,85.7,84.5,108.0,22.8,8.3,0
LZ-GAS-000414,residential,233.6,115.0,160.0,43.2,20.4,1
LZ-GAS-000415,residential,281.3,287.6,480.0,34.9,9.7,0
LZ-GAS-000416,commercial,535.7,515.8,147.0,57.7,19.8,0
LZ-GAS-000417,residential,230.9,261.2,431.0,16.1,14.3,0
LZ-GAS-000418,residential,65.8,62.6,72.0,23.1,5.3,0
LZ-GAS-000419,residential,169.4,162.1,251.0,11.1,9.9,0
LZ-GAS-000420,residential,162.3,168.6,270.0,26.0,1.2,0
LZ-GAS-000421,commercial,1019.5,985.7,336.0,66.7,16.4,0
LZ-GAS-000422,residential,153.8,144.7,220.0,77.1,22.7,0
LZ-GAS-000423,commercial,545.3,515.0,135.0,1.2,10.2,0
LZ-GAS-000424,residential,168.3,156.3,235.0,67.6,26.0,0
LZ-GAS-000425,industrial,1055.2,1107.0,25.0,58.7,15.6,0
LZ-GAS-000426,residential,21.3,21.9,0.0,6.3,6.4,0
LZ-GAS-000427,residential,32.4,34.8,17.0,12.8,9.6,0
LZ-GAS-000428,commercial,1064.4,1214.1,429.0,69.2,15.0,0
LZ-GAS-000429,residential,215.3,204.9,331.0,15.5,11.5,0
LZ-GAS-000430,commercial,1333.4,1303.2,465.0,72.6,30.0,0
LZ-GAS-000431,residential,164.6,180.7,286.0,43.2,22.5,0
LZ-GAS-000432,residential,38.6,36.8,27.0,78.8,22.2,0
LZ-GAS-000433,residential,78.1,75.4,90.0,40.4,13.6,0
LZ-GAS-000434,industrial,2502.4,2567.3,262.0,10.5,3.4,0
LZ-GAS-000435,residential,70.5,90.3,111.0,48.5,15.1,0
LZ-GAS-000436,residential,76.6,77.7,95.0,35.6,13.1,0
LZ-GAS-000437,residential,65.0,66.9,78.0,5.7,10.3,0
LZ-GAS-000438,residential,97.2,91.3,120.0,65.5,22.3,0
LZ-GAS-000439,residential,24.9,25.1,0.0,71.9,18.8,0
LZ-GAS-000440,residential,169.4,177.1,277.0,77.1,28.9,0
LZ-GAS-000441,residential,97.0,92.5,126.0,51.5,22.8,0
LZ-GAS-000442,residential,251.1,236.8,388.0,46.7,14.1,0
LZ-GAS-000443,commercial,1375.3,1256.3,439.0,15.6,8.2,0
LZ-GAS-000444,residential,149.0,140.0,212.0,77.1,24.3,0
LZ-GAS-000445,residential,203.5,225.8,359.0,58.8,12.0,0
LZ-GAS-000446,commercial,1031.1,1047.1,366.0,53.5,19.6,0
LZ-GAS-000447,commercial,816.3,787.2,248.0,55.6,22.8,0
LZ-GAS-000448,residential,120.2,133.4,197.0,67.3,30.0,0
LZ-GAS-000449,commercial,1068.2,1136.4,390.0,27.4,13.3,0
LZ-GAS-000450,residential,181.8,194.7,308.0,8.9,6.3,0
LZ-GAS-000451,residential,137.6,133.5,197.0,79.3,24.6,0
LZ-GAS-000452,commercial,504.7,544.9,155.0,2.5,9.2,0
LZ-GAS-000453,residential,158.9,147.1,221.0,21.7,14.9,0
LZ-GAS-000454,residential,224.0,215.5,344.0,39.4,11.1,0
LZ-GAS-000455,residential,215.8,197.9,311.0,3.2,7.3,0
LZ-GAS-000456,residential,102.9,103.3,143.0,24.8,15.0,0
LZ-GAS-000457,residential,142.0,135.5,201.0,69.6,12.9,0
LZ-GAS-000458,commercial,708.3,761.4,243.0,50.0,24.9,0
LZ-GAS-000459,residential,107.4,112.7,167.0,46.7,16.1,0
LZ-GAS-000460,residential,143.9,140.4,209.0,1.5,10.2,0
LZ-GAS-000461,commercial,386.6,383.5,92.0,34.2,13.8,0
LZ-GAS-000462,residential,92.8,88.3,115.0,9.8,6.7,0
LZ-GAS-000463,residential,172.4,166.3,259.0,31.0,12.9,0
LZ-GAS-000464,commercial,796.1,777.8,252.0,31.1,14.7,0
LZ-GAS-000465,residential,106.4,124.4,181.0,34.0,18.4,0
LZ-GAS-000466,commercial,1472.8,1314.1,480.0,25.3,10.5,0
LZ-GAS-000467,commercial,622.6,657.9,199.0,62.5,15.5,0
LZ-GAS-000468,residential,215.2,200.3,313.0,37.1,11.3,0
LZ-GAS-000469,commercial,766.6,822.5,258.0,72.6,18.8,0
LZ-GAS-000470,residential,123.0,116.1,159.0,27.5,16.2,0
LZ-GAS-000471,residential,212.3,198.5,311.0,11.5,3.6,0
LZ-GAS-000472,commercial,1031.8,1062.8,365.0,28.4,20.2,0
LZ-GAS-000473,residential,147.3,151.6,223.0,69.7,23.6,0
LZ-GAS-000474,residential,167.7,182.9,287.0,28.7,12.3,0
LZ-GAS-000475,residential,281.2,290.9,480.0,65.6,28.5,0
LZ-GAS-000476,residential,41.5,84.6,106.0,55.4,17.6,1
LZ-GAS-000477,residential,122.3,132.7,195.0,20.7,9.2,0
LZ-GAS-000478,residential,159.0,186.2,296.0,15.3,13.3,0
LZ-GAS-000479,residential,142.2,147.8,222.0,9.0,11.5,0
LZ-GAS-000480,residential,92.4,92.1,115.0,35.9,9.5,0
LZ-GAS-000481,residential,125.9,112.7,158.0,55.6,30.0,0
LZ-GAS-000482,residential,120.9,129.5,191.0,23.5,14.3,0
LZ-GAS-000483,industrial,4436.4,2128.8,186.0,76.4,18.4,1
LZ-GAS-000484,residential,149.5,150.3,229.0,1.1,5.0,0
LZ-GAS-000485,residential,289.0,260.9,429.0,62.8,25.9,0
LZ-GAS-000486,residential,173.3,161.5,251.0,13.6,10.1,0
LZ-GAS-000487,residential,124.0,121.8,173.0,79.8,29.8,0
LZ-GAS-000488,industrial,2969.8,2907.1,312.0,7.9,19.4,0
LZ-GAS-000489,commercial,912.5,912.9,306.0,73.7,28.7,0
LZ-GAS-000490,residential,73.7,70.6,83.0,32.1,23.6,0
LZ-GAS-000491,residential,109.8,100.5,143.0,22.9,14.7,0
LZ-GAS-000492,commercial,325.5,391.3,79.0,3.3,3.1,0
LZ-GAS-000493,residential,170.3,174.9,266.0,17.5,17.5,0
LZ-GAS-000494,residential,220.6,208.0,335.0,30.7,9.8,0
LZ-GAS-000495,residential,125.7,136.4,193.0,74.9,29.1,0
LZ-GAS-000496,commercial,982.0,1101.1,383.0,77.4,28.2,0
LZ-GAS-000497,residential,110.2,105.6,148.0,6.4,3.0,0
LZ-GAS-000498,residential,115.8,125.3,181.0,45.0,13.4,0
LZ-GAS-000499,residential,137.1,143.7,214.0,2.6,5.4,0
LZ-GAS-000500,residential,162.5,159.3,246.0,8.3,9.7,0
LZ-GAS-000501,commercial,1361.5,1240.3,439.0,49.3,24.6,0
LZ-GAS-000502,commercial,660.2,349.3,78.0,42.1,16.6,1
LZ-GAS-000503,residential,188.7,189.4,296.0,72.0,30.0,0
LZ-GAS-000504,commercial,689.2,730.7,233.0,72.3,28.1,0
LZ-GAS-000505,residential,452.8,228.9,376.0,12.8,5.7,1
LZ-GAS-000506,residential,51.0,51.9,49.0,50.7,15.3,0
LZ-GAS-000507,residential,71.9,62.1,72.0,64.5,22.3,0
LZ-GAS-000508,residential,279.0,271.7,445.0,61.8,18.6,0
LZ-GAS-000509,residential,245.8,241.0,387.0,45.4,16.6,0
LZ-GAS-000510,commercial,1119.4,1035.2,363.0,41.0,19.9,0
LZ-GAS-000511,commercial,586.3,670.0,207.0,45.7,18.5,0
LZ-GAS-000512,residential,245.5,221.2,361.0,33.1,18.9,0
LZ-GAS-000513,commercial,720.0,700.8,224.0,45.2,13.6,0
LZ-GAS-000514,commercial,365.0,361.7,81.0,71.3,19.3,0
LZ-GAS-000515,residential,130.0,137.6,205.0,27.8,5.7,0
LZ-GAS-000516,residential,133.6,125.5,188.0,35.3,5.7,0
LZ-GAS-000517,residential,72.6,75.0,88.0,35.0,12.3,0
LZ-GAS-000518,residential,105.2,110.9,148.0,69.3,23.5,0
LZ-GAS-000519,residential,86.0,95.6,132.0,19.6,9.7,0
LZ-GAS-000520,residential,201.6,185.1,291.0,35.2,14.6,0
LZ-GAS-000521,residential,204.8,215.9,349.0,60.1,30.0,0
LZ-GAS-000522,residential,214.6,222.3,368.0,31.4,8.2,0
LZ-GAS-000523,residential,227.8,221.8,365.0,68.4,21.6,0
LZ-GAS-000524,residential,77.8,74.8,84.0,43.0,14.1,0
LZ-GAS-000525,residential,209.9,188.3,297.0,7.9,3.3,0
LZ-GAS-000526,residential,200.5,208.7,328.0,29.3,19.9,0
LZ-GAS-000527,industrial,2480.4,2701.1,276.0,11.7,8.6,0
LZ-GAS-000528,residential,79.5,81.8,100.0,35.1,20.9,0
LZ-GAS-000529,residential,25.7,27.3,0.0,29.1,7.5,0
LZ-GAS-000530,residential,149.2,157.7,243.0,27.1,22.0,0
LZ-GAS-000531,residential,183.6,91.1,115.0,66.4,30.0,1
LZ-GAS-000532,residential,228.2,214.2,339.0,71.8,19.4,0
LZ-GAS-000533,commercial,261.1,251.0,31.0,60.5,20.9,0
LZ-GAS-000534,commercial,763.6,884.8,293.0,61.3,20.5,0
LZ-GAS-000535,residential,99.7,114.1,166.0,71.4,26.5,0
LZ-GAS-000536,residential,60.0,55.8,50.0,73.4,17.7,0
LZ-GAS-000537,residential,102.4,113.4,164.0,14.0,11.7,0
LZ-GAS-000538,commercial,710.0,668.7,203.0,71.8,27.4,0
LZ-GAS-000539,residential,192.3,205.5,330.0,12.9,6.1,0
LZ-GAS-000540,industrial,7318.7,2991.0,326.0,21.8,0.0,1
LZ-GAS-000541,residential,599.3,237.6,383.0,63.3,18.3,1
LZ-GAS-000542,residential,230.6,201.5,320.0,11.4,6.7,0
LZ-GAS-000543,commercial,570.7,588.5,163.0,77.2,29.0,0
LZ-GAS-000544,commercial,550.1,576.7,165.0,74.5,21.4,0
LZ-GAS-000545,residential,166.6,161.0,243.0,0.0,0.1,0
LZ-GAS-000546,residential,132.7,120.3,177.0,50.9,21.7,0
LZ-GAS-000547,residential,28.8,27.5,7.0,74.0,26.2,0
LZ-GAS-000548,residential,20.5,18.2,0.0,43.2,20.4,0
LZ-GAS-000549,residential,223.7,204.1,321.0,43.0,16.9,0
LZ-GAS-000550,residential,172.6,157.5,237.0,46.9,22.9,0
LZ-GAS-000551,residential,291.3,285.3,478.0,44.3,19.5,0
LZ-GAS-000552,residential,106.1,108.4,155.0,46.5,8.6,0
LZ-GAS-000553,residential,210.7,221.2,357.0,54.4,20.5,0
LZ-GAS-000554,residential,154.5,155.5,241.0,76.5,28.9,0
LZ-GAS-000555,residential,176.8,184.4,285.0,6.6,7.7,0
LZ-GAS-000556,industrial,2485.7,2531.2,231.0,18.7,17.9,0
LZ-GAS-000557,residential,200.6,226.3,365.0,0.5,3.7,0
LZ-GAS-000558,residential,161.9,184.6,289.0,5.3,10.7,0
LZ-GAS-000559,residential,135.4,112.6,160.0,16.1,3.8,0
LZ-GAS-000560,residential,152.9,136.8,208.0,72.2,24.0,0
LZ-GAS-000561,residential,128.5,127.6,192.0,25.2,9.5,0
LZ-GAS-000562,residential,161.6,151.2,232.0,48.1,12.9,0
LZ-GAS-000563,residential,172.0,162.9,251.0,25.0,5.6,0
LZ-GAS-000564,residential,118.1,118.7,166.0,79.0,26.8,0
LZ-GAS-000565,commercial,479.3,520.6,146.0,15.4,11.9,0
LZ-GAS-000566,residential,159.1,146.9,220.0,31.6,10.6,0
LZ-GAS-000567,residential,30.1,29.0,0.0,29.6,7.1,0
LZ-GAS-000568,residential,166.0,179.5,274.0,17.1,5.8,0
LZ-GAS-000569,residential,184.0,175.6,270.0,5.9,11.2,0
LZ-GAS-000570,commercial,191.6,194.3,0.0,31.3,7.7,0
LZ-GAS-000571,residential,74.2,63.7,79.0,16.1,15.6,0
LZ-GAS-000572,industrial,1941.8,2292.3,219.0,1.9,0.0,0
LZ-GAS-000573,commercial,190.8,184.4,0.0,70.9,25.0,0
LZ-GAS-000574,residential,166.8,178.0,278.0,27.5,16.1,0
LZ-GAS-000575,residential,219.2,219.1,350.0,0.9,12.2,0
LZ-GAS-000576,residential,161.0,182.8,283.0,49.3,16.1,0
LZ-GAS-000577,residential,218.6,215.4,344.0,38.3,11.7,0
LZ-GAS-000578,commercial,656.3,664.6,208.0,55.2,12.6,0
LZ-GAS-000579,residential,184.2,206.7,332.0,28.8,17.7,0
LZ-GAS-000580,industrial,2935.7,2862.2,312.0,11.2,8.1,0
LZ-GAS-000581,commercial,695.6,688.3,205.0,51.2,16.4,0
LZ-GAS-000582,residential,142.2,153.4,232.0,31.9,11.8,0
LZ-GAS-000583,residential,32.1,29.8,4.0,70.1,24.7,0
LZ-GAS-000584,residential,49.3,50.1,45.0,26.1,12.6,0
LZ-GAS-000585,commercial,1012.0,1009.9,352.0,17.8,16.3,0
LZ-GAS-000586,industrial,3471.1,3206.7,356.0,14.9,0.0,0
LZ-GAS-000587,industrial,1427.2,1570.8,114.0,20.5,15.3,0
LZ-GAS-000588,residential,34.4,34.2,22.0,19.1,8.0,0
LZ-GAS-000589,residential,22.9,21.8,0.0,41.7,16.0,0
LZ-GAS-000590,residential,209.2,231.0,371.0,29.8,11.8,0
LZ-GAS-000591,residential,191.0,170.2,265.0,77.6,24.9,0
LZ-GAS-000592,industrial,4053.2,3871.2,469.0,16.3,13.8,0
LZ-GAS-000593,residential,222.1,236.1,386.0,75.2,25.8,0
LZ-GAS-000594,residential,320.7,288.9,480.0,26.9,5.5,0
LZ-GAS-000595,residential,201.3,205.6,329.0,38.7,15.3,0
LZ-GAS-000596,residential,54.1,105.8,148.0,76.7,24.6,1
LZ-GAS-000597,commercial,333.6,594.1,176.0,62.4,23.4,1
LZ-GAS-000598,residential,231.2,227.3,365.0,75.7,25.1,0
LZ-GAS-000599,residential,44.4,43.5,35.0,43.1,16.3,0
LZ-GAS-000600,commercial,897.8,914.2,295.0,25.4,17.4,0
LZ-GAS-000601,commercial,567.0,568.0,167.0,54.0,14.0,0
LZ-GAS-000602,residential,228.9,232.8,388.0,54.8,30.0,0
LZ-GAS-000603,residential,109.0,104.6,148.0,3.3,4.0,0
LZ-GAS-000604,residential,97.3,94.9,125.0,8.6,2.9,0
LZ-GAS-000605,residential,201.0,215.4,345.0,75.7,28.8,0
LZ-GAS-000606,residential,25.4,26.4,0.0,57.7,25.8,0
LZ-GAS-000607,residential,208.5,224.0,359.0,65.8,28.7,0
LZ-GAS-000608,industrial,2732.8,2705.3,258.0,15.0,17.0,0
LZ-GAS-000609,residential,112.3,102.1,142.0,78.0,27.9,0
LZ-GAS-000610,commercial,930.9,933.5,307.0,24.1,12.3,0
LZ-GAS-000611,residential,124.7,111.8,157.0,11.2,10.7,0
LZ-GAS-000612,commercial,805.1,902.2,302.0,28.7,13.1,0
LZ-GAS-000613,residential,64.3,155.9,232.0,28.1,10.3,1
LZ-GAS-000614,residential,189.6,203.5,319.0,4.7,15.2,0
LZ-GAS-000615,commercial,381.7,388.3,96.0,67.7,30.0,0
LZ-GAS-000616,residential,98.6,99.6,132.0,69.6,23.4,0
LZ-GAS-000617,residential,274.5,279.8,460.0,15.8,8.8,0
LZ-GAS-000618,commercial,752.8,786.6,260.0,44.1,14.6,0
LZ-GAS-000619,residential,170.8,131.4,196.0,69.7,15.0,0
LZ-GAS-000620,residential,72.5,80.7,102.0,30.2,10.1,0
LZ-GAS-000621,residential,110.4,108.3,152.0,40.7,13.6,0
LZ-GAS-000622,industrial,1002.4,2601.7,250.0,19.5,10.8,1
LZ-GAS-000623,residential,61.7,61.6,62.0,37.4,10.3,0
LZ-GAS-000624,commercial,687.3,674.9,214.0,25.0,2.7,0
LZ-GAS-000625,residential,118.6,121.9,186.0,65.9,25.7,0
LZ-GAS-000626,commercial,168.9,168.3,0.0,12.7,17.8,0
LZ-GAS-000627,residential,143.2,147.4,221.0,2.6,0.0,0
LZ-GAS-000628,residential,233.6,234.2,379.0,72.1,23.3,0
LZ-GAS-000629,residential,114.7,117.5,163.0,13.8,13.7,0
LZ-GAS-000630,residential,133.0,133.3,192.0,43.9,11.1,0
LZ-GAS-000631,commercial,881.5,805.0,253.0,56.7,13.0,0
LZ-GAS-000632,residential,106.9,100.4,141.0,26.1,12.7,0
LZ-GAS-000633,residential,24.1,27.9,0.0,74.3,23.4,0
LZ-GAS-000634,commercial,684.2,702.8,223.0,27.0,9.6,0
LZ-GAS-000635,residential,104.8,117.0,161.0,15.8,18.2,0
LZ-GAS-000636,residential,112.1,101.4,135.0,5.2,14.8,0
LZ-GAS-000637,residential,238.4,246.3,400.0,72.0,27.3,0
LZ-GAS-000638,residential,179.6,155.4,234.0,17.3,10.0,0
LZ-GAS-000639,commercial,479.5,482.5,122.0,71.8,22.4,0
LZ-GAS-000640,residential,90.5,96.3,130.0,36.5,19.6,0
LZ-GAS-000641,commercial,1271.2,1186.3,427.0,74.6,23.5,0
LZ-GAS-000642,residential,170.3,205.7,325.0,7.0,15.2,0
LZ-GAS-000643,commercial,204.9,189.5,0.0,68.4,29.4,0
LZ-GAS-000644,residential,203.2,190.3,298.0,78.3,22.6,0
LZ-GAS-000645,commercial,543.2,546.7,154.0,56.9,24.1,0
LZ-GAS-000646,residential,95.5,105.8,143.0,10.7,16.6,0
LZ-GAS-000647,residential,412.2,225.2,366.0,79.8,29.3,1
LZ-GAS-000648,residential,167.5,194.6,313.0,64.1,17.4,0
LZ-GAS-000649,industrial,1678.7,1693.3,109.0,16.8,9.0,0
LZ-GAS-000650,commercial,729.2,698.2,217.0,77.6,23.8,0
LZ-GAS-000651,residential,173.8,190.0,302.0,6.9,8.5,0
LZ-GAS-000652,commercial,609.6,664.1,204.0,10.4,8.9,0
LZ-GAS-000653,residential,195.6,178.4,273.0,1.2,4.7,0
LZ-GAS-000654,residential,94.9,96.2,128.0,47.4,22.3,0
LZ-GAS-000655,commercial,1072.1,1105.6,388.0,32.3,21.0,0
LZ-GAS-000656,residential,252.3,248.0,409.0,6.9,5.1,0
LZ-GAS-000657,residential,86.3,96.5,133.0,39.4,8.6,0
LZ-GAS-000658,residential,43.3,43.6,34.0,70.5,25.7,0
LZ-GAS-000659,residential,111.8,109.0,158.0,7.4,8.1,0
LZ-GAS-000660,residential,229.4,207.0,332.0,51.1,21.1,0
LZ-GAS-000661,residential,165.7,159.8,246.0,13.5,6.2,0
LZ-GAS-000662,residential,124.2,139.2,212.0,40.9,17.9,0
LZ-GAS-000663,residential,52.5,157.9,243.0,27.4,8.5,1
LZ-GAS-000664,residential,37.0,37.6,26.0,22.1,17.2,0
LZ-GAS-000665,residential,152.7,143.0,214.0,1.0,14.9,0
LZ-GAS-000666,commercial,737.0,697.5,206.0,46.3,13.2,0
LZ-GAS-000667,industrial,1834.9,1924.7,137.0,35.5,2.1,0
LZ-GAS-000668,residential,180.2,200.7,323.0,55.3,17.6,0
LZ-GAS-000669,residential,106.2,98.5,134.0,14.8,7.3,0
LZ-GAS-000670,residential,101.5,101.0,136.0,78.7,26.9,0
LZ-GAS-000671,residential,199.2,195.4,311.0,1.6,6.8,0
LZ-GAS-000672,residential,194.6,188.1,302.0,15.7,12.7,0
LZ-GAS-000673,commercial,721.7,719.7,229.0,51.3,30.0,0
LZ-GAS-000674,residential,182.0,160.6,250.0,10.7,6.2,0
LZ-GAS-000675,commercial,816.6,814.5,271.0,20.8,9.6,0
LZ-GAS-000676,residential,184.8,170.6,264.0,40.1,18.5,0
LZ-GAS-000677,residential,79.7,75.5,92.0,60.5,12.2,0
LZ-GAS-000678,commercial,908.5,957.3,329.0,69.2,27.6,0
LZ-GAS-000679,commercial,1382.2,1355.0,480.0,25.3,9.5,0
LZ-GAS-000680,residential,170.1,173.0,270.0,52.6,12.3,0
LZ-GAS-000681,residential,129.0,130.2,185.0,1.9,2.6,0
LZ-GAS-000682,residential,239.5,229.5,373.0,71.3,26.7,0
LZ-GAS-000683,commercial,907.2,908.3,302.0,53.7,24.0,0
LZ-GAS-000684,residential,85.7,91.4,122.0,72.2,30.0,0
LZ-GAS-000685,residential,152.4,138.4,207.0,16.8,12.8,0
LZ-GAS-000686,commercial,503.8,513.5,145.0,39.7,12.7,0
LZ-GAS-000687,residential,242.2,217.1,354.0,59.5,24.0,0
LZ-GAS-000688,residential,51.2,50.0,49.0,2.0,6.5,0
LZ-GAS-000689,industrial,3667.6,3447.3,384.0,67.3,30.0,0
LZ-GAS-000690,residential,98.8,98.7,131.0,56.6,10.3,0
LZ-GAS-000691,residential,154.1,169.1,259.0,63.0,30.0,0
LZ-GAS-000692,residential,111.5,112.0,163.0,13.0,13.5,0
LZ-GAS-000693,residential,175.6,176.4,270.0,62.2,24.0,0
LZ-GAS-000694,residential,225.2,229.9,371.0,45.4,17.3,0
LZ-GAS-000695,residential,165.3,189.1,302.0,12.0,6.6,0
LZ-GAS-000696,industrial,1303.5,1276.3,61.0,10.6,4.3,0
LZ-GAS-000697,residential,123.0,127.0,186.0,68.6,15.8,0
LZ-GAS-000698,residential,149.8,156.3,238.0,31.9,24.6,0
LZ-GAS-000699,residential,292.2,277.2,466.0,21.8,16.6,0
LZ-GAS-000700,residential,35.7,106.1,153.0,29.5,17.2,1
LZ-GAS-000701,commercial,557.8,591.9,168.0,54.8,22.0,0
LZ-GAS-000702,residential,95.1,91.5,119.0,10.9,0.0,0
LZ-GAS-000703,commercial,707.5,677.2,213.0,13.0,8.3,0
LZ-GAS-000704,residential,200.8,193.1,306.0,52.0,20.1,0
LZ-GAS-000705,residential,159.3,76.8,91.0,71.5,30.0,1
LZ-GAS-000706,residential,248.4,246.7,403.0,53.8,14.9,0
LZ-GAS-000707,residential,228.7,236.1,385.0,75.6,26.7,0
LZ-GAS-000708,residential,185.9,200.3,325.0,22.6,10.9,0
LZ-GAS-000709,residential,199.2,188.8,302.0,28.3,13.7,0
LZ-GAS-000710,commercial,1297.6,1338.2,480.0,29.8,10.0,0
LZ-GAS-000711,residential,72.3,70.1,82.0,28.7,15.5,0
LZ-GAS-000712,residential,114.0,107.2,148.0,21.5,12.3,0
LZ-GAS-000713,commercial,1283.1,1316.1,480.0,63.4,13.0,0
LZ-GAS-000714,residential,56.7,53.1,60.0,22.7,18.3,0
LZ-GAS-000715,residential,181.2,167.2,261.0,33.3,25.8,0
LZ-GAS-000716,residential,132.6,132.9,198.0,37.8,11.6,0
LZ-GAS-000717,residential,72.7,78.2,98.0,79.7,30.0,0
LZ-GAS-000718,residential,72.5,80.5,96.0,26.4,8.2,0
LZ-GAS-000719,residential,123.6,133.2,192.0,55.3,17.7,0
LZ-GAS-000720,residential,154.4,165.9,255.0,26.2,21.9,0
LZ-GAS-000721,commercial,833.8,862.2,284.0,64.0,23.5,0
LZ-GAS-000722,industrial,2969.0,2851.0,297.0,31.0,21.9,0
LZ-GAS-000723,residential,153.4,150.5,229.0,1.7,8.4,0
LZ-GAS-000724,residential,146.4,150.3,224.0,41.8,22.1,0
LZ-GAS-000725,residential,199.7,186.7,300.0,27.0,12.5,0
LZ-GAS-000726,commercial,514.6,520.0,137.0,21.2,19.0,0
LZ-GAS-000727,industrial,1399.7,1222.2,46.0,23.4,21.4,0
LZ-GAS-000728,residential,201.7,205.3,329.0,0.2,10.0,0
LZ-GAS-000729,residential,22.5,21.8,0.0,58.5,18.4,0
LZ-GAS-000730,residential,174.4,186.7,293.0,43.8,15.7,0
LZ-GAS-000731,residential,245.5,235.6,387.0,50.9,14.6,0
LZ-GAS-000732,industrial,1228.0,1181.8,57.0,45.6,21.0,0
LZ-GAS-000733,residential,25.4,24.7,0.0,30.5,16.8,0
LZ-GAS-000734,residential,87.3,83.9,108.0,36.7,12.3,0
LZ-GAS-000735,residential,186.5,167.9,260.0,38.1,20.7,0
LZ-GAS-000736,residential,81.9,74.6,93.0,73.4,22.1,0
LZ-GAS-000737,commercial,1009.0,1030.4,355.0,27.9,22.7,0
LZ-GAS-000738,residential,183.0,195.5,304.0,12.2,13.8,0
LZ-GAS-000739,residential,72.7,74.4,90.0,6.7,16.3,0
LZ-GAS-000740,residential,196.1,199.1,320.0,27.0,9.8,0
LZ-GAS-000741,industrial,1130.6,1038.9,31.0,45.8,13.1,0
LZ-GAS-000742,commercial,516.3,554.3,160.0,46.6,9.2,0
LZ-GAS-000743,residential,154.5,164.8,249.0,58.2,24.4,0
LZ-GAS-000744,commercial,1162.1,1129.9,393.0,52.8,14.2,0
LZ-GAS-000745,residential,196.7,205.5,323.0,6.7,15.1,0
LZ-GAS-000746,commercial,1162.3,1183.7,416.0,31.2,15.2,0
LZ-GAS-000747,residential,42.7,44.8,30.0,29.6,17.9,0
LZ-GAS-000748,commercial,1450.2,1305.5,480.0,9.0,2.5,0
LZ-GAS-000749,residential,80.1,78.9,104.0,47.1,15.5,0
LZ-GAS-000750,residential,157.0,166.1,256.0,62.0,23.1,0
LZ-GAS-000751,residential,271.7,259.7,425.0,3.4,11.2,0
LZ-GAS-000752,residential,186.9,180.5,287.0,42.4,10.9,0
LZ-GAS-000753,residential,249.3,232.0,378.0,9.6,10.8,0
LZ-GAS-000754,residential,55.7,56.4,59.0,62.1,18.1,0
LZ-GAS-000755,residential,66.6,65.8,72.0,44.7,21.9,0
LZ-GAS-000756,residential,104.7,111.8,161.0,5.3,6.9,0
LZ-GAS-000757,residential,106.4,102.5,145.0,41.3,15.5,0
LZ-GAS-000758,residential,139.7,152.4,234.0,19.3,13.7,0
LZ-GAS-000759,residential,122.7,120.6,177.0,16.6,16.6,0
