RecordID,weekly_sales,size,cpi,unemployment,temperature,fuel_price,dept,store,type,month
412,10869.72,93188,126.15,6.7,58.53,2.88,87,17,B,9
413,29238.49,119557,140.44,7.71,49.31,3.6,5,22,B,10
414,15265.93,219622,131.11,5.62,55.1,3.8,67,13,A,10
415,18534.4,151315,210.44,7.81,64.84,2.8,7,1,A,4
416,4426.77,203819,136.49,8.45,47.21,3.67,71,24,A,12
417,9926.76,123737,136.21,7.81,69.19,3.91,82,15,B,8
418,8793.47,207499,213.67,7.34,71.13,2.78,29,11,A,4
419,324.0,39690,130.96,11.63,78.11,4.28,60,38,C,6
420,2240.87,125833,214.91,6.42,48.43,2.62,81,9,B,3
421,220.22,42988,211.27,8.16,50.43,2.71,10,30,C,12
422,6993.82,202307,220.28,7.06,54.63,3.56,44,2,A,2
423,3872.61,93188,126.58,6.55,31.58,2.68,24,17,B,3
424,27448.1,200898,182.03,8.99,31.27,2.74,55,14,A,2
425,7730.97,204184,142.19,8.24,75.22,3.82,55,27,A,8
426,77269.72,203742,214.74,7.28,74.6,3.65,8,20,A,7
427,15693.64,118221,182.99,8.72,46.14,2.93,81,45,B,11
428,8216.17,93638,132.82,10.52,50.24,2.92,82,29,B,10
429,6214.84,41062,206.23,10.4,68.98,3.49,1,43,C,3
430,3407.11,39910,126.23,7.61,68.74,2.85,82,44,C,10
431,61264.96,126512,126.29,9.52,71.06,3.13,23,10,B,5
432,2417.24,184109,220.43,6.99,80.33,3.5,31,39,A,6
433,12045.94,184109,209.22,8.46,67.64,2.8,56,39,A,4
434,23715.41,203819,138.83,8.69,52.59,4.15,81,24,A,10
435,15796.63,70713,195.98,8.51,15.2,3.27,13,7,B,12
436,18052.75,219622,130.74,6.1,38.24,3.38,34,13,A,3
437,24695.49,70713,192.85,8.6,53.3,3.74,92,7,B,6
438,1703.34,39690,129.04,8.49,87.96,3.94,67,42,C,6
439,9748.5,200898,182.16,8.99,45.8,2.82,30,14,A,3
440,4017.0,204184,135.71,8.24,52.34,2.96,35,27,A,3
441,26291.65,203742,208.32,7.29,55.0,3.82,82,20,A,4
442,58301.62,207499,225.25,6.66,81.67,3.5,72,11,A,6
443,7653.56,34875,217.61,6.3,71.64,3.28,5,5,B,10
444,3.0,41062,203.06,9.82,81.52,2.64,31,43,C,7
445,29614.68,39910,219.74,7.24,63.19,3.65,90,36,A,3
446,7902.75,219622,129.83,6.39,40.65,3.49,42,13,A,11
447,1319.65,37392,225.25,6.66,78.58,3.56,21,3,B,5
448,12305.43,118221,185.97,8.52,62.28,4.06,79,45,B,5
449,2741.47,158114,130.72,9.28,77.95,3.19,6,34,A,7
450,2190.14,120653,133.03,9.13,22.55,3.23,52,18,B,1
451,38209.59,204184,142.86,8.0,56.53,4.15,1,27,A,10
452,1715.0,158114,126.28,10.21,65.21,2.64,58,34,A,10
453,125.9,41062,202.84,9.59,62.19,2.72,12,43,C,4
454,13835.51,39910,210.21,8.46,84.37,2.57,13,36,A,6
455,23895.71,202505,212.98,7.09,83.89,2.64,34,6,A,6
456,8968.9,203007,189.67,9.01,37.72,2.62,22,32,A,3
457,4760.64,118221,190.81,8.57,63.13,4.03,67,45,B,4
458,39.76,39910,210.18,8.48,56.73,2.85,20,36,A,12
459,278.56,39910,210.65,8.48,56.73,2.74,3,36,A,11
460,22935.77,155083,138.13,4.12,63.39,3.68,10,40,A,6
461,12727.32,200898,182.67,8.74,68.59,2.71,18,14,A,9
462,3689.77,39910,128.96,6.91,47.55,3.66,98,44,C,4
463,56014.72,112238,129.43,13.5,76.36,3.92,38,12,B,9
464,15456.03,39910,126.11,7.8,65.74,2.87,40,44,C,9
465,4088.4,196321,196.87,6.59,31.65,3.03,44,41,A,2
466,33852.2,155083,138.19,4.16,69.41,3.84,38,40,A,8
467,4580.39,123737,138.11,8.15,58.84,4.03,26,15,B,5
468,5237.5,206302,129.81,12.89,59.77,3.83,58,28,A,11
469,19845.93,203742,213.27,6.96,31.11,3.7,34,20,A,2
470,59574.0,42988,215.14,7.85,91.56,3.68,38,30,C,7
471,13634.24,200898,182.67,8.72,40.93,3.05,67,14,A,12
472,16063.01,39690,129.0,13.74,68.27,4.15,40,38,C,4
473,8688.15,155083,137.26,4.26,25.56,3.7,22,40,A,2
474,7412.34,196321,189.38,7.54,30.27,2.58,98,41,A,2
475,65012.25,158114,126.33,10.21,59.57,2.73,95,34,A,10
476,107360.49,126512,128.91,8.49,61.05,4.09,2,10,B,4
477,7089.08,123737,137.34,7.94,33.18,3.92,3,15,B,2
478,3314.23,34875,222.55,5.6,86.96,3.49,42,5,B,8
479,15700.06,203819,138.11,8.98,71.79,3.92,25,24,A,6
480,105780.82,202505,221.13,6.55,46.8,3.13,72,6,A,12
481,13185.55,120653,137.98,8.3,50.43,4.02,81,18,B,4
482,13056.58,204184,137.96,7.72,37.27,3.81,55,27,A,4
483,2399.71,205863,129.2,5.64,82.98,3.62,27,4,A,8
484,2372.67,207499,217.72,7.55,70.17,3.49,27,11,A,3
485,52895.53,203819,134.86,8.21,73.12,4.07,11,24,A,6
486,4958.09,204184,136.83,8.02,45.9,3.06,16,27,A,11
487,65.63,39690,129.18,8.44,96.93,3.8,24,33,A,8
488,4089.94,103681,138.5,8.51,60.07,4.07,35,35,B,5
489,334.4,112238,127.3,14.02,43.15,3.31,60,12,B,1
490,9002.5,125833,224.37,5.67,53.67,3.56,46,9,B,2
491,8459.66,151315,211.6,7.79,86.65,2.66,31,1,A,8
492,2561.23,155078,214.59,6.32,74.78,2.67,37,8,A,7
493,38662.79,203750,211.0,8.2,87.01,2.65,72,31,A,6
494,12647.1,196321,191.0,7.51,46.74,2.73,11,41,A,11
495,5370.72,93638,134.59,9.97,57.71,4.09,22,29,B,5
496,3637.85,39910,210.39,8.36,86.06,2.64,8,36,A,8
497,10178.1,155078,214.98,6.32,79.36,2.66,24,8,A,8
498,10780.49,41062,207.25,10.64,88.58,3.65,79,43,C,7
499,230.33,57197,191.86,6.61,15.02,3.04,56,16,B,2
500,1318.75,93188,126.16,6.64,48.19,2.91,27,17,B,5
501,25704.37,119557,137.38,8.46,30.23,3.28,5,22,B,2
502,6550.74,120653,138.83,8.24,51.96,4.0,55,18,B,10
503,25.0,41062,203.52,9.82,77.42,2.62,32,43,C,9
504,10048.27,57197,196.17,6.23,20.79,3.17,85,16,B,12
505,5435.86,203007,196.96,8.26,39.9,3.29,71,32,A,3
506,122.91,70713,198.1,7.87,59.66,3.54,35,7,B,8
507,4550.72,70713,190.33,9.02,57.57,2.73,25,7,B,8
508,1291.76,158114,126.11,9.82,72.26,2.65,31,34,A,7
509,6951.86,39910,216.56,7.72,58.97,3.29,91,36,A,11
510,2978.01,205863,131.11,3.88,57.11,3.6,27,4,A,10
511,301.65,203819,133.11,8.25,17.91,3.4,56,24,A,1
512,16627.73,203007,190.29,9.02,71.46,2.73,23,32,A,8
513,10534.81,206302,126.38,14.31,68.85,3.01,98,28,A,10
514,517.6,196321,198.08,6.43,71.73,3.51,59,41,A,8
515,1368.0,70713,189.47,8.96,46.6,2.78,33,7,B,5
516,10595.34,93638,132.61,10.41,74.37,2.79,90,29,B,8
517,406.5,119557,140.44,7.71,45.35,3.47,98,22,B,12
518,461.53,155083,136.96,4.26,22.91,3.57,56,40,A,1
519,871.2,219622,126.14,8.11,59.85,2.87,60,13,A,6
520,2294.9,103681,140.44,8.74,51.81,3.57,83,35,B,10
521,1625.85,37392,218.68,7.57,75.88,3.74,18,3,B,4
522,4114.13,118221,182.05,8.9,69.27,2.9,21,45,B,5
523,29774.75,202307,215.32,7.85,89.86,3.55,79,2,A,8
524,6565.06,207499,214.98,7.56,75.11,2.6,29,11,A,10
525,226.41,203819,136.24,8.36,68.14,3.88,59,24,A,9
526,214.18,128107,214.73,7.28,74.32,3.57,83,25,B,7
527,17733.28,93188,126.15,6.7,62.41,2.8,10,17,B,7
528,15824.24,206302,126.1,14.18,83.12,3.09,1,28,A,9
529,188.87,41062,203.05,9.82,84.17,2.62,42,43,C,7
530,12525.38,39690,131.12,7.38,67.75,4.11,79,42,C,4
531,6942.8,203819,131.94,8.21,62.06,2.99,32,24,A,4
532,3741.83,196321,189.38,7.54,30.27,2.58,42,41,A,2
533,17791.32,112238,126.06,14.18,87.01,3.16,25,12,B,8
534,411.62,41062,203.78,10.21,69.46,2.72,74,43,C,10
535,12453.03,204184,137.14,7.83,30.45,3.42,55,27,A,2
536,7788.63,37392,215.89,7.55,45.95,2.99,55,3,B,2
537,4315.08,128107,208.8,7.29,49.5,4.05,55,25,B,5
538,1672.84,42988,211.49,8.03,42.72,3.02,21,30,C,1
539,9327.63,203750,215.26,7.85,92.32,3.64,87,31,A,8
540,78383.1,41062,213.8,9.28,84.99,3.73,95,43,C,9
541,35255.0,119557,136.29,8.35,65.01,2.83,23,22,B,6
542,61207.75,155078,224.4,5.82,50.95,3.63,92,8,A,3
543,6714.4,140167,217.49,7.44,56.01,3.33,17,21,B,11
544,7908.95,126512,129.9,7.87,50.53,3.49,59,10,B,12
545,2731.26,155078,214.75,6.43,45.03,2.87,27,8,A,12
546,22581.41,152513,136.18,7.77,60.58,3.82,80,26,A,8
547,1056.34,39910,210.24,8.48,51.83,2.84,18,37,C,12
548,6421.34,203750,214.7,7.93,84.71,3.65,32,31,A,6
549,12492.55,155078,216.63,6.26,50.64,3.04,18,8,A,2
550,36347.07,152513,138.65,7.4,52.68,4.06,94,26,A,9
551,17371.72,39910,221.66,6.62,79.49,3.67,4,37,C,9
552,8514.83,203007,198.08,7.87,75.93,3.51,22,32,A,8
553,556.63,39910,219.74,7.24,63.19,3.67,7,37,C,3
554,1078.6,125833,225.7,5.28,86.41,3.41,41,9,B,7
555,15490.31,93638,134.94,9.97,69.53,3.92,9,29,B,6
556,15.0,39690,130.83,7.38,88.58,4.14,32,42,C,6
557,14203.33,42988,211.06,8.16,47.19,2.94,4,30,C,12
558,8975.09,206302,131.15,11.63,77.27,4.19,3,28,A,5
559,1095.0,203007,192.06,8.82,36.51,3.37,41,32,A,3
560,128044.23,204184,139.18,7.72,72.02,3.96,95,27,A,6
561,8247.45,112238,130.93,10.93,88.52,4.12,32,12,B,9
562,5.88,37392,226.32,6.33,72.78,3.72,54,3,B,9
563,80391.14,203742,208.59,7.27,78.89,3.81,2,20,A,7
564,6653.37,203819,132.02,8.19,46.87,3.02,49,19,A,4
565,3057.32,34875,222.63,5.6,87.52,3.57,81,5,B,8
566,110.0,114533,131.9,5.44,40.5,2.83,98,23,B,4
567,617.07,39910,129.0,6.91,43.85,3.68,7,44,C,4
568,606.38,34875,218.79,6.3,64.33,3.31,97,5,B,11
569,2958.19,118221,191.02,8.57,64.3,3.69,44,45,B,6
570,40285.43,203819,135.08,8.21,64.34,3.99,2,24,A,6
571,361.5,34875,220.57,5.94,54.65,3.27,41,5,B,1
572,2504.63,125833,223.71,5.67,51.56,3.27,67,9,B,1
573,3651.05,140167,210.1,8.2,64.21,2.8,81,21,B,4
574,24514.33,204184,142.08,8.25,58.97,4.05,56,27,A,5
575,16318.67,103681,135.47,9.26,32.44,2.74,11,35,B,2
576,131101.8,202307,214.49,7.93,55.43,3.52,95,2,A,4
577,9753.62,39690,129.78,12.89,73.05,3.84,97,38,C,10
578,24722.89,70713,190.91,9.14,36.84,2.76,95,7,B,10
579,165.92,155078,215.11,6.43,62.94,2.63,54,8,A,10
580,14169.06,39690,131.1,7.38,85.19,4.31,80,42,C,5
581,2322.07,123737,138.26,8.19,72.62,3.69,6,15,B,7
582,3104.76,93188,127.72,6.87,11.29,2.97,71,17,B,2
583,24079.83,155083,138.74,4.16,50.98,4.02,87,40,A,9
584,12511.12,126512,126.55,9.0,61.24,3.13,91,10,B,11
585,13114.44,203007,195.72,8.51,42.61,3.48,17,32,A,11
586,9307.85,207499,223.66,6.83,60.24,3.36,98,11,A,2
587,32334.82,39910,218.41,7.24,57.18,3.16,40,37,C,1
588,14609.24,140167,211.86,8.03,44.04,3.01,5,21,B,1
589,46630.88,70713,197.88,7.87,64.21,3.61,95,7,B,7
590,16323.43,93638,138.23,9.42,76.57,3.61,4,29,B,7
591,210.5,39910,127.3,7.22,20.6,2.9,85,44,C,1
592,59168.18,203742,204.53,8.19,43.82,2.82,94,20,A,3
593,2958.97,155083,132.69,5.33,62.57,2.77,71,40,A,8
594,2186.8,158114,129.86,10.15,24.69,3.15,71,34,A,12
595,15571.49,128107,208.96,7.29,60.1,4.07,9,25,B,5
596,45871.88,114533,132.22,5.44,57.94,2.96,23,23,B,5
597,2528.46,152513,132.75,8.15,46.81,2.78,32,26,A,10
598,6972.92,206302,126.6,14.1,59.84,3.09,24,28,A,4
599,82638.1,184109,214.49,8.18,86.49,3.52,3,39,A,8
600,4609.68,93638,136.86,8.99,29.16,3.54,22,29,B,1
601,30436.01,219622,126.49,7.8,49.96,2.83,82,13,A,11
602,6067.26,103681,136.63,8.86,64.5,2.71,30,35,B,9
603,6853.46,39910,210.18,8.48,59.1,2.86,97,36,A,12
604,1624.84,119557,142.21,7.75,73.52,3.7,83,22,B,7
605,4564.01,128107,212.83,6.96,23.87,3.53,42,25,B,1
606,64.72,205863,130.24,4.61,34.41,3.26,54,4,A,1
607,34406.84,207499,225.25,6.66,72.53,3.63,93,11,A,5
608,22052.67,203007,196.36,8.51,32.99,3.12,1,32,A,12
609,24676.3,158114,129.0,10.58,57.73,3.78,8,34,A,4
610,4240.36,140167,219.18,7.44,45.16,3.13,44,21,B,12
611,17065.08,125833,214.93,6.56,49.7,2.87,11,9,B,12
612,1352.44,152513,136.49,7.6,36.74,3.5,41,26,A,12
613,7.22,39690,129.04,8.49,73.56,4.19,18,42,C,5
614,6113.97,202505,212.91,7.01,49.14,2.94,59,6,A,12
615,16819.45,126512,126.09,9.2,86.13,3.12,20,10,B,8
616,4185.97,204184,142.23,8.24,78.64,3.73,35,27,A,7
617,10383.54,39910,212.29,8.4,67.73,3.06,1,37,C,2
618,9566.56,202307,221.59,6.56,90.22,3.42,42,2,A,8
619,1049.02,158114,126.98,10.21,42.74,2.89,52,34,A,12
620,8122.76,202307,219.81,7.06,55.21,3.36,44,2,A,2
621,32325.71,123737,137.42,7.94,33.24,3.98,40,15,B,3
622,30341.03,206302,131.04,11.63,64.05,4.12,96,28,A,4
623,7529.66,120653,135.45,8.89,69.75,3.82,30,18,B,7
624,5245.52,140167,215.2,7.85,94.22,3.68,30,21,B,8
625,604.32,39910,127.19,7.22,16.94,2.89,3,44,C,1
626,14188.57,196321,198.13,6.43,59.39,3.66,3,41,A,9
627,4847.43,151315,221.84,7.14,84.88,3.29,20,1,A,6
628,139894.34,202307,211.03,8.1,83.49,2.64,95,2,A,7
629,21065.33,126512,126.6,9.77,52.33,3.03,82,10,B,3
630,5800.56,203750,211.19,8.1,82.57,2.58,26,31,A,9
631,17730.86,203819,132.75,8.07,26.05,3.31,21,19,A,12
632,14.88,203007,197.59,8.09,59.74,3.8,54,32,A,5
633,16284.53,39910,210.11,8.55,51.33,2.62,8,37,C,3
634,5423.68,155078,214.59,6.32,74.78,2.67,42,8,A,7
635,0.88,114533,133.49,5.11,17.0,3.28,94,23,B,2
636,48147.74,203819,132.84,8.07,42.62,3.19,40,19,A,11
637,103397.79,205863,128.96,5.95,68.8,3.78,2,4,A,4
638,18469.73,206302,129.81,12.89,59.77,3.83,34,28,A,11
639,13154.84,123737,138.57,8.19,65.44,4.09,7,15,B,9
640,98.49,39690,129.43,13.5,76.36,3.92,42,38,C,9
641,34892.73,158114,126.16,9.59,68.68,2.76,2,34,A,5
642,47321.62,205863,131.19,3.88,63.64,3.51,7,4,A,10
643,19814.81,204184,140.91,8.01,36.96,3.74,1,27,A,1
644,3574.44,103681,142.31,8.84,72.93,3.83,21,35,B,8
645,6054.75,93638,132.5,10.16,74.37,2.81,56,29,B,6
646,14703.26,202307,221.57,6.56,83.23,3.31,34,2,A,7
647,46297.96,126512,131.12,7.38,67.75,4.11,4,10,B,4
648,50945.14,219622,126.98,7.8,34.9,2.85,4,13,A,12
649,10646.78,203819,132.88,8.25,30.72,3.35,1,24,A,1
650,3253.91,155078,220.13,6.42,72.2,3.36,20,8,A,9
651,2297.0,205863,126.58,8.62,43.49,2.65,27,4,A,3
652,5049.49,114533,138.65,4.16,56.8,4.06,12,23,B,9
653,7008.95,203750,211.11,8.2,83.51,2.67,17,31,A,6
654,10101.93,203819,132.6,8.12,75.91,2.93,67,24,A,7
655,1677.19,206302,130.31,12.19,50.43,3.68,18,28,A,1
656,1694.92,155078,219.44,6.42,69.09,3.53,35,8,A,9
657,6016.59,155083,132.77,5.33,55.34,2.72,21,40,A,9
658,147527.52,203742,208.8,7.29,53.41,4.05,95,20,A,5
659,44.55,125833,221.88,6.05,58.8,3.31,49,9,B,11
660,508.63,103681,141.3,8.74,41.74,3.74,56,35,B,2
661,58269.01,114533,137.73,4.26,36.71,3.92,40,23,B,3
662,25879.24,114533,132.57,5.33,73.94,2.8,1,23,B,7
663,16505.46,93638,138.26,9.42,75.81,3.56,4,29,B,7
664,4124.82,151315,211.22,7.79,80.91,2.67,30,1,A,7
665,20285.29,140167,210.83,8.2,82.68,2.7,11,21,B,6
666,1943.86,158114,131.14,9.58,65.04,3.75,35,34,A,5
667,858.77,34875,222.1,5.8,70.56,3.89,97,5,B,4
668,6419.58,57197,189.77,6.87,70.67,2.69,79,16,B,7
669,5330.96,39690,126.67,14.31,47.66,3.16,1,38,C,11
670,7234.16,123737,135.45,7.81,67.43,3.92,3,15,B,7
671,1312.31,93188,130.31,6.4,29.99,3.06,18,17,B,1
672,3277.05,203007,196.83,8.26,36.67,3.04,83,32,A,1
673,1415.19,34875,212.42,6.77,70.96,2.72,17,5,B,10
674,12003.1,140167,219.72,7.06,50.79,3.29,90,21,B,1
675,11385.35,114533,136.46,4.42,44.04,3.57,20,23,B,11
676,11418.07,42988,221.31,6.89,77.53,3.75,81,30,C,5
677,19940.52,202505,216.14,6.86,70.83,3.47,74,6,A,3
678,2040.01,203819,138.12,8.98,59.93,3.87,36,24,A,6
679,22648.92,152513,135.87,7.77,69.52,3.88,80,26,A,7
680,2977.8,202307,223.06,6.17,68.08,3.59,41,2,A,10
681,10978.91,93188,128.91,6.77,39.98,3.62,81,17,B,4
682,1464.51,39910,218.68,7.24,58.9,3.27,14,37,C,1
683,6318.38,151315,217.68,7.87,66.57,3.37,33,1,A,10
684,12638.89,203819,132.15,8.21,51.31,3.11,32,24,A,5
685,6934.03,120653,134.07,8.98,35.06,3.64,33,18,B,4
686,9007.27,205863,130.96,4.31,77.41,3.48,56,4,A,6
687,34346.25,202307,210.0,8.2,73.31,2.85,10,2,A,5
688,18554.75,203750,219.72,7.06,50.79,3.29,80,31,A,1
689,2462.29,37392,225.44,6.33,81.38,3.31,26,3,B,7
690,18196.78,70713,192.34,8.6,30.64,3.53,9,7,B,4
691,6683.27,37392,225.24,6.66,75.19,3.69,55,3,B,5
692,9146.76,203742,204.49,8.19,31.75,2.78,24,20,A,3
693,1469.56,158114,130.31,9.65,39.81,3.29,52,34,A,1
694,70042.76,202505,223.55,5.67,85.78,3.41,38,6,A,7
695,11270.14,118221,183.44,8.55,28.73,3.23,82,45,B,2
696,5724.65,119557,140.2,8.02,69.16,3.78,20,22,B,9
697,10.88,118221,182.9,8.72,61.3,2.92,51,45,B,10
698,12200.64,103681,140.13,8.68,72.97,3.75,25,35,B,8
699,281.36,39690,129.09,8.26,95.36,3.84,9,42,C,7
700,55.53,42988,211.11,8.2,86.18,2.64,12,30,C,6
701,5719.0,203819,133.96,8.25,36.88,3.79,42,24,A,3
702,3376.0,57197,191.57,6.61,28.6,2.97,44,16,B,1
703,22195.53,93188,131.03,6.24,55.69,3.8,7,17,B,5
704,14247.13,203819,138.12,8.98,59.93,3.87,11,24,A,6
705,60122.18,203819,136.5,8.45,42.3,3.63,91,24,A,12
706,15566.27,158114,130.31,9.65,39.81,3.29,46,34,A,1
707,10464.53,219622,130.65,6.1,32.36,3.24,49,13,A,3
708,5588.05,202307,221.94,6.56,82.64,3.64,20,2,A,8
709,487.13,125833,214.93,6.42,55.76,2.67,91,9,B,3
710,25.47,39690,126.61,10.12,64.6,3.05,10,33,A,3
711,48454.81,204184,140.33,7.85,63.61,3.9,93,27,A,9
712,6775.43,93188,130.83,6.4,43.69,3.53,22,17,B,3
713,60006.95,120653,138.11,8.3,65.48,3.85,95,18,B,5
714,8.94,39690,126.21,9.52,73.88,3.14,56,42,C,5
715,18322.75,120653,132.02,9.27,50.3,2.9,25,18,B,4
716,4046.24,70713,197.59,8.09,50.6,3.8,55,7,B,5
717,7740.61,93188,130.55,6.4,30.01,3.14,44,17,B,2
718,4255.0,203819,135.27,7.66,68.4,3.96,58,19,A,6
719,44432.26,39690,126.6,10.12,55.61,3.03,94,33,A,3
720,5309.52,70713,191.0,9.14,49.44,2.73,25,7,B,11
721,504.0,39690,131.14,11.63,76.03,4.17,60,38,C,5
722,61.0,206302,126.23,14.31,85.2,3.0,56,28,A,10
723,12484.99,70713,189.58,8.96,38.99,2.77,5,7,B,4
724,8878.75,123737,134.68,7.66,57.19,4.2,82,15,B,5
725,7563.94,205863,131.11,4.31,68.69,3.88,12,4,A,4
726,367.56,39690,130.79,7.4,95.75,4.01,16,33,A,6
727,38172.54,119557,142.11,7.67,70.01,3.8,23,22,B,6
728,4302.03,103681,141.84,8.88,52.22,4.04,67,35,B,4
729,66.91,39910,221.66,6.62,79.49,3.66,9,36,A,9
730,1807.3,203819,138.16,8.98,72.29,3.72,31,24,A,6
731,12404.29,114533,132.76,5.33,57.75,2.72,3,23,B,9
732,6224.29,202505,212.85,7.26,47.1,2.56,44,6,A,2
733,28082.95,203007,190.47,9.02,67.17,2.8,4,32,A,9
734,1423.54,200898,191.7,8.68,67.87,3.95,19,14,A,9
735,14.96,34875,215.84,6.53,86.64,3.48,59,5,B,7
736,21280.4,151315,214.11,7.74,53.56,3.46,1,1,A,3
737,14266.79,103681,135.67,9.26,49.04,2.84,24,35,B,3
738,8744.6,203007,195.03,8.51,50.15,3.49,26,32,A,10
739,1312.86,184109,221.26,6.62,76.71,3.72,35,39,A,9
740,80493.1,202307,219.72,7.06,50.5,3.29,38,2,A,1
741,8336.25,205863,129.79,5.14,55.31,3.36,12,4,A,10
742,22790.65,119557,137.25,8.46,35.34,3.26,91,22,B,2
743,6589.14,140167,212.59,8.03,34.61,3.02,87,21,B,2
744,2685.0,204184,142.59,8.24,68.72,4.09,50,27,A,9
745,14146.91,207499,214.56,7.35,84.57,2.61,87,11,A,7
746,899.94,126512,126.06,9.2,88.37,3.05,59,10,B,8
747,1006.74,39690,129.83,8.01,63.35,3.67,14,33,A,11
748,43859.76,202505,212.9,7.26,58.82,2.67,8,6,A,3
749,11368.02,203007,197.74,8.09,74.85,3.74,67,32,A,6
750,81511.5,205863,129.24,5.64,82.77,3.55,38,4,A,8
751,12813.29,184109,210.18,8.48,52.45,2.94,1,39,A,12
752,1068.54,34875,222.54,5.6,86.91,3.42,30,5,B,8
753,79554.86,219622,131.13,5.96,64.8,3.84,94,13,A,4
754,18749.5,103681,136.83,8.76,45.9,2.93,8,35,B,11
755,229.46,42988,221.48,6.89,88.05,3.29,10,30,C,6
756,5458.62,204184,136.32,8.06,70.0,2.94,85,27,A,6
757,2508.0,123737,136.7,7.94,30.24,3.58,50,15,B,1
758,3242.69,203819,138.74,8.95,58.86,4.16,49,24,A,9
759,4018.27,123737,136.96,7.94,30.87,3.74,67,15,B,1
760,403.22,34875,222.51,5.6,80.78,3.26,6,5,B,7
761,44570.82,202505,213.03,6.97,86.61,2.63,94,6,A,8
762,10190.57,203742,214.37,7.14,60.11,4.03,26,20,A,4
763,18896.75,123737,132.63,8.1,72.17,2.92,8,15,B,8
764,2728.96,152513,136.75,7.47,25.55,3.52,49,26,A,1
765,1043.53,39910,210.29,8.36,82.1,2.58,3,37,C,9
766,5900.16,103681,139.8,8.68,82.28,3.81,30,35,B,7
767,4283.15,206302,130.7,10.93,85.53,3.73,21,28,A,7
768,7480.83,39690,128.51,8.95,72.72,3.89,98,33,A,3
769,18065.31,34875,220.48,5.94,48.86,3.26,95,5,B,1
770,1289.75,128107,203.69,7.86,46.12,2.9,27,25,B,4
771,16388.76,125833,222.66,6.05,37.65,3.16,87,9,B,12
772,1540.0,34875,222.51,5.6,80.78,3.26,17,5,B,7
773,90.0,57197,197.41,6.16,48.29,3.75,60,16,B,3
774,15155.24,202505,217.02,6.92,90.22,3.68,34,6,A,7
775,103662.39,126512,130.9,7.54,56.54,4.29,72,10,B,3
776,3810.68,196321,189.73,7.54,36.7,2.69,44,41,A,3
777,123826.73,103681,136.53,8.76,31.62,3.14,7,35,B,12
778,11676.39,128107,210.98,7.08,44.81,3.53,74,25,B,11
779,1513.5,200898,186.3,8.62,81.31,3.83,56,14,A,7
780,1138.52,39690,129.04,13.74,86.84,3.94,11,38,C,6
781,121.28,39910,127.86,7.22,30.83,3.03,10,44,C,2
782,48675.59,219622,131.04,5.96,48.85,3.79,13,13,A,4
783,10851.21,196321,193.51,6.9,74.11,3.54,22,41,A,7
784,12008.0,196321,190.33,7.34,70.59,2.73,34,41,A,8
785,5086.16,203750,217.65,7.44,59.8,3.3,42,31,A,11
786,1352.5,204184,140.7,8.01,41.3,3.67,41,27,A,1
787,9512.09,203819,138.11,8.15,67.79,3.98,22,19,A,5
788,6347.6,114533,132.61,5.33,70.03,2.79,85,23,B,8
789,1230.69,123737,138.73,7.99,55.75,4.07,36,15,B,10
790,167.2,128107,208.59,7.27,78.1,3.81,60,25,B,7
791,4053.3,37392,219.2,7.57,69.45,3.91,3,3,B,5
792,49.5,93188,129.18,6.74,65.71,3.6,41,17,B,8
793,2451.02,152513,132.66,8.44,62.68,2.8,85,26,A,8
794,6748.11,219622,127.09,7.8,26.79,2.87,21,13,A,12
795,3216.93,93638,138.11,9.14,62.39,3.85,12,29,B,5
796,20809.33,126512,129.09,8.26,95.36,3.84,49,10,B,7
797,158.3,34875,211.79,6.5,83.66,2.61,28,5,B,7
798,21895.04,196321,192.9,6.93,62.3,3.7,97,41,A,6
799,15611.86,205863,129.07,5.95,81.85,3.57,25,4,A,6
800,14920.63,200898,185.36,8.52,48.71,3.72,87,14,A,4
801,794.21,118221,187.69,8.52,63.82,3.54,28,45,B,10
802,7151.62,202307,215.69,7.85,78.85,3.53,12,2,A,9
803,15109.21,206302,128.62,14.02,54.4,3.91,14,28,A,3
804,56.97,120653,132.84,9.33,40.81,3.07,80,18,B,11
805,8963.58,37392,225.26,6.66,84.66,3.39,92,3,B,6
806,5551.98,140167,221.81,6.56,77.72,3.62,29,21,B,8
807,46269.46,123737,135.27,7.66,69.96,3.96,38,15,B,6
808,133.09,39910,130.72,5.41,79.23,3.63,26,44,C,7
809,135.73,42988,210.89,8.1,87.17,2.61,59,30,C,7
810,149.66,39910,214.24,8.3,81.28,3.79,42,37,C,5
811,1695.37,125833,220.66,6.05,72.62,3.28,33,9,B,10
812,39985.27,202505,213.09,6.97,85.71,2.62,91,6,A,8
813,183.63,203819,138.28,8.19,66.66,4.0,59,19,A,8
814,12795.2,41062,203.82,10.21,54.96,2.77,98,43,C,11
815,249.77,39910,219.11,7.24,54.38,3.51,10,37,C,2
816,3951.94,219622,127.44,7.47,34.8,2.93,18,13,A,1
817,24831.8,93638,138.03,9.14,50.75,3.99,2,29,B,5
818,2242.49,203007,197.72,8.09,49.15,3.94,35,32,A,4
819,12871.9,207499,218.55,7.57,86.43,3.52,17,11,A,7
820,13557.28,152513,132.63,8.44,61.58,2.81,79,26,A,8
821,7155.75,114533,138.03,4.12,45.88,3.99,24,23,B,5
822,17907.74,93188,130.72,5.94,68.91,3.63,87,17,B,7
823,42793.13,202307,210.56,8.2,81.13,2.76,9,2,A,5
